track_id	134_track_name_YFA	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	pop	rap	rock	latin
3oCI9IEwKLMMBo8d9Rjw1z	Get Me Off	Crush Club	12	3oCI9IEwKLMMBo8d9Rjw1z	Get Me Off	2016-09-09	Indie Poptimism	3oCI9IEwKLMMBo8d9Rjw1z	0.821_0.885	5	-4.867	1	0.0527	0.0014	0.00031	0.19	0.87	109.998	240000	indie poptimism	NA	NA	NA
4FI6qJdZGN83WyOnvDON8Q	Got My Love (feat. Lyon Hart)	Sam Padrul	35	4FI6qJdZGN83WyOnvDON8Q	Got My Love (feat. Lyon Hart)	2017-01-02	Indie Poptimism	4FI6qJdZGN83WyOnvDON8Q	0.695_0.809	1	-5.141	1	0.0413	0.0645	0	0.0531	0.434	119.971	243841	indie poptimism	NA	NA	NA
0XYvHhtD8ONs8Kqzx7D1On	Touch	Great Good Fine Ok	30	0XYvHhtD8ONs8Kqzx7D1On	Touch	2018-07-13	Indie Poptimism	0XYvHhtD8ONs8Kqzx7D1On	0.701_0.7	8	-6.634	1	0.0766	0.36	1.88519152838271	0.165	0.432	99.954	218670	indie poptimism	NA	NA	NA
70hvCk6sUutFjKA1Y4W1mc	take me on	joan	9	70hvCk6sUutFjKA1Y4W1mc	take me on	2017-01-24	Indie Poptimism	70hvCk6sUutFjKA1Y4W1mc	0.592_0.693	7	-4.934	0	0.0395	0.397	2.19609926387202	0.242	0.255	120.076	210840	indie poptimism	NA	NA	NA
3n0VgOwlCp8cdSWqN9GnwZ	Fading	Vacation Manor	3	3n0VgOwlCp8cdSWqN9GnwZ	Fading	2017-09-29	Indie Poptimism	3n0VgOwlCp8cdSWqN9GnwZ	0.496_0.79	9	-5.162	1	0.0412	0.000448	1.01e-05	0.316	0.58	152.102	202581	indie poptimism	NA	NA	NA
1YItRRQXVa3GtFSZ0RmgXA	Goodbyes (feat. Method Man)	The Knocks	40	1YItRRQXVa3GtFSZ0RmgXA	Goodbyes (feat. Method Man)	2018-08-17	Indie Poptimism	1YItRRQXVa3GtFSZ0RmgXA	0.701_0.766	10	-4.829	0	0.161	0.00989	0.000611	0.346	0.308	106.99	201006	indie poptimism	NA	NA	NA
6v0LVhxY8pgqhbsyPNFjg7	Weather	Ralph	31	6v0LVhxY8pgqhbsyPNFjg7	Weather	2018-08-22	Indie Poptimism	6v0LVhxY8pgqhbsyPNFjg7	0.781_0.578	8	-6.928	0v	0.0397	0.118	0	0.129	0.517	113.978	201551	indie poptimism	NA	NA	NA
4dEZbrokJ8lgNyrdL9ZTe8	Man That I Used To Know	Apollo LTD	0	4dEZbrokJ8lgNyrdL9ZTe8	Out Of Body	2018-03-09	Indie Poptimism	4dEZbrokJ8lgNyrdL9ZTe8	0.642_0.887	0	-4.985	1	0.0418	0.000404	0.00153	0.111	0.536	120.023	224440	indie poptimism	NA	NA	NA
7lWbWrW0wV4MB3zo06FkyX	Easy	Great Good Fine Ok	32	7lWbWrW0wV4MB3zo06FkyX	Easy	2018-10-12	Indie Poptimism	7lWbWrW0wV4MB3zo06FkyX	0.847_0.703	6	-4.434	1	0.0746	0.355	3.95e-05	0.0938	0.777	112.045	184141	indie poptimism	NA	NA	NA
6mQpBTqZ2Q10lJmds8niP7	Dive In	kwassa	0	6mQpBTqZ2Q10lJmds8niP7	Dive In	2017-03-03	Indie Poptimism	6mQpBTqZ2Q10lJmds8niP7	0.708_0.78	8	-8.377	1	0.0585	0.248	0.0101	0.107	0.619	104.973	200637	indie poptimism	NA	NA	NA
4ExbAn6QFTRUxml2SDVUBa	Skylines	Glades	16	4ExbAn6QFTRUxml2SDVUBa	Skylines	2016-10-14	Indie Poptimism	4ExbAn6QFTRUxml2SDVUBa	0.628_0.84	11	-5.336	1	0.0418	0.00883	3.53e-05	0.14	0.455	95.013	206773	indie poptimism	NA	NA	NA
1lvWhdFZyTkdnUBYpUE3e9	Beat Of My Drum	POWERS	51	1lvWhdFZyTkdnUBYpUE3e9	Legendary	23.4-10-16	Indie Poptimism	1lvWhdFZyTkdnUBYpUE3e9	0.777_0.898	6	-2.483	0	0.0656	0.0661	4.09e-06	0.0926	0.928	120.027	206280	indie poptimism	NA	NA	NA
1Qz1BjKg0fgwSZQXYgyZR9	Sky	XY&O	18	1Qz1BjKg0fgwSZQXYgyZR9	Powder Rooms, Vol. 1	2017-09-15	Indie Poptimism	1Qz1BjKg0fgwSZQXYgyZR9	0.723_0.817	9	-5.847	0	0.0467	0.114	0.00801	0.0941	0.84	100.03	214476	indie poptimism	NA	NA	NA
6tucelGpAWEAYMUhbND0TO	Echo	Foreign Air	45	6tucelGpAWEAYMUhbND0TO	Echo	2016-08-26	Indie Poptimism	6tucelGpAWEAYMUhbND0TO	0.619_0.805	7	-6.643	1	0.034	0.0223	0.000586	0.0838	0.45	101.989	220747	indie poptimism	NA	NA	NA
2HSg1bU4ZmlVbhyYZ8YdyE	Love Like Waves	Friendly Fires	46	2HSg1bU4ZmlVbhyYZ8YdyE	Love Like Waves	2018-04-05	Indie Poptimism	2HSg1bU4ZmlVbhyYZ8YdyE	0.647_0.86	11	-5.765	1v	0.0433	0.0133	0.00016	0.136	0.785	117.97	270507	indie poptimism	NA	NA	NA
1Wm8n5eQpDaOk2eQjf8ENd	home ft. WALK THE MOON	morgxn	56	1Wm8n5eQpDaOk2eQjf8ENd	home ft. WALK THE MOON	2018-09-21	Indie Poptimism	1Wm8n5eQpDaOk2eQjf8ENd	0.665_0.709	11	-3.643	1	0.037	0.0371	0	0.323	0.841	100.001	205049	indie poptimism	NA	NA	NA
3evL7OEc73Z1hlFSaZkNpo	Primadonna	Skogsra	34	3evL7OEc73Z1hlFSaZkNpo	Primadonna	2013-12-22	Indie Poptimism	3evL7OEc73Z1hlFSaZkNpo	0.577_0.879	3	-4.889	1	0.0463	0.561	0.869	0.0883	0.769	98.094	278571	indie poptimism	NA	NA	NA
7JcNSQXmd242QV2GYKeMQ4	Takes A Little Time	Zac Samuel	38	7JcNSQXmd242QV2GYKeMQ4	Takes A Little Time	2017-03-24	Indie Poptimism	7JcNSQXmd242QV2GYKeMQ4	0.681_0.783	7	-5.986	1v	0.034	0.132	0.0112	0.156	0.756	117.985	203539	indie poptimism	NA	NA	NA
7vAVuNs41gDdzfSiMEtJ41	Wasted Thunder	Hotel Apache	26	7vAVuNs41gDdzfSiMEtJ41	Wasted Thunder	2017-09-22	Indie Poptimism	7vAVuNs41gDdzfSiMEtJ41	0.763_0.925	10	-3.073	0	0.104	0.0123	1.77e-06	0.0857	0.876	111.979	165000	indie poptimism	NA	NA	NA
7qIICzwgm3eu1Ic3ufPGJf	Thick And Thin	LANY	5	7qIICzwgm3eu1Ic3ufPGJf	TAT / IDWLYA / TTT	2018-09-12	Indie Poptimism	7qIICzwgm3eu1Ic3ufPGJf	0.686_0.564	5	-6.063	0	0.03	0.0599	1.68958751121536	0.0914	0.266	99.968	212429	indie poptimism	NA	NA	NA
7jGa11njc3FnVpO6QxGZKz	Like It Or Not (feat. joan) (feat. joan)	EMBRZ	36	7jGa11njc3FnVpO6QxGZKz	Like It Or Not (feat. joan) (feat. joan)	2018-06-08	Indie Poptimism	7jGa11njc3FnVpO6QxGZKz	0.636_0.648	8	-8.1	1v	0.0363	0.0882	9.92e-05	0.0876	0.349	92.949	189355	indie poptimism	NA	NA	NA
4QfrbKEYdcnsprpRg0VYQP	Atypical	Manila Killa	35	4QfrbKEYdcnsprpRg0VYQP	1993	2019-02-22	Indie Poptimism	4QfrbKEYdcnsprpRg0VYQP	0.751_0.775	11	-3.869	0	0.0777	0.174	4.24e-05	0.143	0.373	115.99	178865	indie poptimism	NA	NA	NA
1JzxgZWVwxajO5txHJSVfY	Meant To Be	Robotaki	24	1JzxgZWVwxajO5txHJSVfY	Meant To Be	2019-03-01	Indie Poptimism	1JzxgZWVwxajO5txHJSVfY	0.668_0.653	0	-6.361	1	0.0972	0.0123	0.00323	0.269	0.49	119.926	219735	indie poptimism	NA	NA	NA
7ESboJkv8dqKx501qftMkG	Hurry Up	Annie Lux	33	7ESboJkv8dqKx501qftMkG	Hurry Up	2018-11-16	Indie Poptimism	7ESboJkv8dqKx501qftMkG	0.757_0.587	2	-7.832	1	0.0685	0.604	3.04e-05	0.0935	0.657	119.695	180886	indie poptimism	NA	NA	NA
3yF9KdPrwaDiZR3HByjlwV	get behind this	flor	46	3yF9KdPrwaDiZR3HByjlwV	get behind this	2018-12-21	Indie Poptimism	3yF9KdPrwaDiZR3HByjlwV	0.459_0.88	1	-6.932	1	0.0589	0.000425	3.05e-05	0.108	0.414	154.043	204935	indie poptimism	NA	NA	NA
3coUcc0CDAHz2QwdP7Pee8	If You See Her	LANY	63	3coUcc0CDAHz2QwdP7Pee8	Malibu Nights	2018-10-05	Indie Poptimism	3coUcc0CDAHz2QwdP7Pee8	0.635_0.679	1	-7.374	1v	0.0861	0.0375	0	0.0954	0.239	117.867	182901	indie poptimism	NA	NA	NA
2kMKmb60xVUIWW2Out8ypz	Good Girls	LANY	62	2kMKmb60xVUIWW2Out8ypz	LANY	2017-06-30	Indie Poptimism	2kMKmb60xVUIWW2Out8ypz	0.708_0.687	1	-7.084	1	0.038	0.0022	2.45448515065946	0.133	0.439	117.976	249379	indie poptimism	NA	NA	NA
6XfZ63vc5I1IUDRfw2FinH	Gold	Apollo LTD	0	6XfZ63vc5I1IUDRfw2FinH	Gold	2018-08-24	Indie Poptimism	6XfZ63vc5I1IUDRfw2FinH	0.527_0.74	0	-6.336	1	0.0636	0.0165	2.26e-06	0.121	0.572	76.531	203080	indie poptimism	NA	NA	NA
4i2OsaRNDW7Jr3KqUb4xfw	Her (Loving You)	Glades	35	4i2OsaRNDW7Jr3KqUb4xfw	Her (Loving You)	23.4-10-07	Indie Poptimism	4i2OsaRNDW7Jr3KqUb4xfw	0.403_0.86	6	-4.252	1v	0.0649	0.0542	0.000349	0.13	0.311	176	215353	indie poptimism	NA	NA	NA
7FTnd3mjTk2aGpg2g2SFx2	Silent Treatment	Pelicandy	9	7FTnd3mjTk2aGpg2g2SFx2	Silent Treatment	2019-03-20	Indie Poptimism	7FTnd3mjTk2aGpg2g2SFx2	0.63_0.656	0	-7.963	1	0.044	0.109	0.000123	0.258	0.61	80.004	239500	indie poptimism	NA	NA	NA
1nBKCSY2vg5nFDHquRH8LR	The Outside Looking In	The Peach Fuzz	41	1nBKCSY2vg5nFDHquRH8LR	The Outside Looking In	2019-04-12	Indie Poptimism	1nBKCSY2vg5nFDHquRH8LR	0.441_0.88	4	-5.848	0	0.0439	5.57e-05	5.08551085290965	0.382	0.627	152.775	194731	indie poptimism	NA	NA	NA
1oQwOiKRFTCBUcNKZOICG3	Pig Latin	Havelock	33	1oQwOiKRFTCBUcNKZOICG3	Pig Latin	2019-03-27	Indie Poptimism	1oQwOiKRFTCBUcNKZOICG3	0.768_0.406	4	-8.578	0	0.0747	0.49	6.68e-06	0.105	0.513	87.984	186642	indie poptimism	NA	NA	NA
6RxFSL6ZrGxmVHmN4seMub	Right Side of My Neck	Faye Webster	27	6RxFSL6ZrGxmVHmN4seMub	Right Side of My Neck	2019-05-02	Indie Poptimism	6RxFSL6ZrGxmVHmN4seMub	0.716_0.516	1	-9.072	1	0.0261	0.00107	0.000331	0.331	0.322	117.051	153320	indie poptimism	NA	NA	NA
2VrONWfzJ7aeWPuHSYeFnx	About Work The Dancefloor - Edit	Georgia	24	2VrONWfzJ7aeWPuHSYeFnx	About Work The Dancefloor	2019-03-28	Indie Poptimism	2VrONWfzJ7aeWPuHSYeFnx	0.633_0.832	10	-6.572	0	0.0387	0.0134	0.000164	0.116	0.198	109.983	194119	indie poptimism	NA	NA	NA
7lgWYmAitmW9CTrpLJ8Np2	Get Weird	Liimo	20	7lgWYmAitmW9CTrpLJ8Np2	Get Weird	2019-03-29	Indie Poptimism	7lgWYmAitmW9CTrpLJ8Np2	0.633_0.844	0	-3.933	1	0.0848	0.0684	0	0.191	0.755	149.893	187350	indie poptimism	NA	NA	NA
5YerFzhEvwr70WP8qXgd6o	White Sky	Pelicandy	14	5YerFzhEvwr70WP8qXgd6o	White Sky	2019-05-23	Indie Poptimism	5YerFzhEvwr70WP8qXgd6o	0.702_0.626	6	-7.796	0	0.0635	0.0178	0.0305	0.15	0.863	94.028	198856	indie poptimism	NA	NA	NA
65RMx7i8rPZNRq6jGmqzeu	Animals	Pelicandy	10	65RMx7i8rPZNRq6jGmqzeu	Animals	2017-05-30	Indie Poptimism	65RMx7i8rPZNRq6jGmqzeu	0.651_0.796	4	-6.127	0	0.0308	0.000924	0.0465	0.141	0.401	136.926	221000	indie poptimism	NA	NA	NA
3WxQXufIzssKD22MqKR6cW	Gimme	Ralph	36	3WxQXufIzssKD22MqKR6cW	A Good Girl	2018-09-28	Indie Poptimism	3WxQXufIzssKD22MqKR6cW	0.841_0.468	2	-8.186	1	0.116	0.271	0	0.0577	0.847	107.992	168692	indie poptimism	NA	NA	NA
765ZpBQUUFKAVjzVyW77if	stop and stare	joan	47	765ZpBQUUFKAVjzVyW77if	portra	2018-07-11	Indie Poptimism	765ZpBQUUFKAVjzVyW77if	0.58_0.746	10	-5.704	1v	0.04	0.00948	6.76e-05	0.11	0.548	97.008	201953	indie poptimism	NA	NA	NA
4VckRQW4RhwwIx6p8HSAbE	Lighthouse	Sam Padrul	26	4VckRQW4RhwwIx6p8HSAbE	Lighthouse	2018-12-22	Indie Poptimism	4VckRQW4RhwwIx6p8HSAbE	0.684_0.868	9	-3.346	0v	0.0315	0.173	0.000539	0.0695	0.745	119.986	261939	indie poptimism	NA	NA	NA
5xgvMrYYHTIEtx7w1LEAn0	Line by Line	PREP	56	5xgvMrYYHTIEtx7w1LEAn0	Line by Line	2018-11-09	Indie Poptimism	5xgvMrYYHTIEtx7w1LEAn0	0.827_0.491	11	-7.305	0	0.1	0.0579	8.68e-05	0.292	0.647	93.019	237787	indie poptimism	NA	NA	NA
7yj6i3TaFhBvxbLGejrvfw	Cheapest Flight	PREP	59	7yj6i3TaFhBvxbLGejrvfw	Cheapest Flight	2016-01-01	Indie Poptimism	7yj6i3TaFhBvxbLGejrvfw	0.676_0.654	5	-5.229	0	0.0373	0.292	1.08e-05	0.137	0.563	80.003	268461	indie poptimism	NA	NA	NA
7h6lpVuSGPW6RNjDXKpYDh	The Sound	The 1975	65	7h6lpVuSGPW6RNjDXKpYDh	I like it when you sleep, for you are so beautiful yet so unaware of it	2016-02-26	Indie Poptimism	7h6lpVuSGPW6RNjDXKpYDh	0.648_0.936	0	-4.745	1	0.0762	0.085	6.93e-06	0.482	0.566	120.708	248880	indie poptimism	NA	NA	NA
2flxduIqEbsicdmPyj1WVW	Imagination	Foster The People	73	2flxduIqEbsicdmPyj1WVW	Imagination	2019-06-21	Indie Poptimism	2flxduIqEbsicdmPyj1WVW	0.744_0.642	2	-4.6	0	0.031	0.115	3.95e-05	0.279	0.63	94.988	256267	indie poptimism	NA	NA	NA
5Ti99QiUdIwe0xG4gS22FL	Can I Call You Tonight?	Dayglow	25	5Ti99QiUdIwe0xG4gS22FL	Fuzzybrain	2018-09-28	Indie Poptimism	5Ti99QiUdIwe0xG4gS22FL	0.641_0.842	9	-7.27	1	0.0292	0.132	0.91	0.419	0.5	129.98	278769	indie poptimism	NA	NA	NA
4P38HiuaPb53cRh2yVroIV	Strangers	Bad Actor	33	4P38HiuaPb53cRh2yVroIV	Strangers	2019-06-01	Indie Poptimism	4P38HiuaPb53cRh2yVroIV	0.682_0.79	0	-4.058	1	0.0313	0.0533	3.87e-06	0.251	0.222	123.049	176675	indie poptimism	NA	NA	NA
7j3nbSiaWphYU2cFgyQXd9	Everything Is Embarrassing	Sky Ferreira	49	7j3nbSiaWphYU2cFgyQXd9	Night Time, My Time	2013-01-01	Indie Poptimism	7j3nbSiaWphYU2cFgyQXd9	0.667_0.783	0	-5.885	1	0.0361	0.0606	9.41065953145735	0.0418	0.564	117.145	250120	indie poptimism	NA	NA	NA
0lpkIkav4zSnEWoCtlfyBW	ATL Hoe	Baby D.	23	0lpkIkav4zSnEWoCtlfyBW	Lil Chopper Toy	2002	Dirty South Rap Classics by DJ HOTSAUCE	0lpkIkav4zSnEWoCtlfyBW	0.905_0.951	1	-3.268	1v	0.319	0.0644	0	0.107	0.838	124.023	272773	NA	southern hip hop	NA	NA
13aXosb9ASn6tRQbfw1WPU	Dope Boyz	T.I.	32	13aXosb9ASn6tRQbfw1WPU	Im Serious	2001-10-01	Dirty South Rap Classics by DJ HOTSAUCE	13aXosb9ASn6tRQbfw1WPU	0.755_0.619	4	-8.895	0	0.225	0.03	0	0.213	0.297	86.992	264840	NA	southern hip hop	NA	NA
4IejnaWylIqjqh0acnxmJS	Ridin Wit Some Killaz	Hitman Sammy Sam	12	4IejnaWylIqjqh0acnxmJS	Last Man Standing	2006-09-19	Dirty South Rap Classics by DJ HOTSAUCE	4IejnaWylIqjqh0acnxmJS	0.809_0.936	7	-4.995	1	0.0749	0.000799	0.18	0.737	0.925	134.057	289227	NA	southern hip hop	NA	NA
7MSwclTvW6KLLkTbmw9FUQ	Throw It Up	Pastor Troy	52	7MSwclTvW6KLLkTbmw9FUQ	Kings Of Crunk	2002-10-29	Dirty South Rap Classics by DJ HOTSAUCE	7MSwclTvW6KLLkTbmw9FUQ	0.698_0.602	3	-3.183	1	0.0889	0.0515	0	0.32	0.138	145.941	372973	NA	southern hip hop	NA	NA
7d9I42jF759n5HuUeoulzR	Nann Nigga	Trick Daddy	51	7d9I42jF759n5HuUeoulzR	www.thug.com (Explicit Version)	1999-03-30	Dirty South Rap Classics by DJ HOTSAUCE	7d9I42jF759n5HuUeoulzR	0.837_0.819	2	-5.245	1	0.211	0.000507	0	0.323	0.643	149.918	167400	NA	southern hip hop	NA	NA
5FGBOYI8mj9chVhWlNOVXK	Who U Wit	Lil Jon & The East Side Boyz	30	5FGBOYI8mj9chVhWlNOVXK	Crunkest Hits	2011-03-15	Dirty South Rap Classics by DJ HOTSAUCE	5FGBOYI8mj9chVhWlNOVXK	0.937_0.807	1	-4.784	0	0.116	0.0262	5.31845738692209	0.0572	0.703	95.018	272773	NA	southern hip hop	NA	NA
1dSHz2TN7HwE8p5aGw8jjy	Eastside Vs. Westside	Baby D.	14	1dSHz2TN7HwE8p5aGw8jjy	Lil Chopper Toy	2002	Dirty South Rap Classics by DJ HOTSAUCE	1dSHz2TN7HwE8p5aGw8jjy	0.699_0.82	3	-4.968	0	0.243	0.00712	0	0.319	0.468	130.015	190427	NA	southern hip hop	NA	NA
0cYzIKaobR7yaxjMTRvO6P	One Day	UGK	37	0cYzIKaobR7yaxjMTRvO6P	Best of UGK	2003-06-12	Dirty South Rap Classics by DJ HOTSAUCE	0cYzIKaobR7yaxjMTRvO6P	0.812_0.554	1	-9.806	0v	0.209	0.247	2.38919593405444	0.129	0.687	146.099	323960	NA	southern hip hop	NA	NA
0iRXwSL6X0Fhya8Xk8kNhl	Nextel Chirp	Maceo	22	0iRXwSL6X0Fhya8Xk8kNhl	Straight Out da Pot	2005-08-23	Dirty South Rap Classics by DJ HOTSAUCE	0iRXwSL6X0Fhya8Xk8kNhl	0.751_0.747	1	-4.888	1	0.173	0.466	0	0.118	0.548	150.088	281013	NA	southern hip hop	NA	NA
5w3CiqpCBupl0SLppRaput	Be Easy	T.I.	0	5w3CiqpCBupl0SLppRaput	Trap Muzik	2003-08-19	Dirty South Rap Classics by DJ HOTSAUCE	5w3CiqpCBupl0SLppRaput	0.584_0.732	1	-5.276	0	0.236	0.00198	0	0.116	0.361	155.033	198027	NA	southern hip hop	NA	NA
63BokRfXSQhEU6Qi2dSJpZ	Mind Playing Tricks on Me	Geto Boys	65	63BokRfXSQhEU6Qi2dSJpZ	We Cant Be Stopped	1991-07-02	Dirty South Rap Classics by DJ HOTSAUCE	63BokRfXSQhEU6Qi2dSJpZ	0.886_0.512	10	-11.825	0	0.237	0.207	0	0.0991	0.454	93.997	308733	NA	southern hip hop	NA	NA
20ekNN40AwbZ7fwFEaLESa	Let Me See It	UGK	0	20ekNN40AwbZ7fwFEaLESa	Dirty Money	1990-01-01	Dirty South Rap Classics by DJ HOTSAUCE	20ekNN40AwbZ7fwFEaLESa	0.81_0.628	11	-8.279	0	0.278	0.0122	0	0.0679	0.71	155.939	253507	NA	southern hip hop	NA	NA
3vR6ivBSe0SWntHyEzh4X1	Head Bussa (feat. Lil Jon)	Lil Scrappy	44	3vR6ivBSe0SWntHyEzh4X1	Head Bussa	2003-09-02	Dirty South Rap Classics by DJ HOTSAUCE	3vR6ivBSe0SWntHyEzh4X1	0.819_0.845	4	-5.659	1	0.089	0.00166	0	0.0492	0.611	78.02	236565	NA	southern hip hop	NA	NA
5HOR3skey0qLfiTejqQ7KD	Get Ya Mind Right	Jeezy	0	5HOR3skey0qLfiTejqQ7KD	Lets Get It: Thug Motivation 101 (Explicit Version)	2005-01-01	Dirty South Rap Classics by DJ HOTSAUCE	5HOR3skey0qLfiTejqQ7KD	0.394_0.779	5	-5.926	1	0.376	0.0207	0	0.365	0.654	79.335	221240	NA	southern hip hop	NA	NA
0AMsWm4pZWF0JrraOawTD9	Nothins Free	Oobie	29	0AMsWm4pZWF0JrraOawTD9	Kings Of Crunk	2002-10-29	Dirty South Rap Classics by DJ HOTSAUCE	0AMsWm4pZWF0JrraOawTD9	0.686_0.596	1	-5.188	1	0.129	0.532	0	0.328	0.269	96.155	262720	NA	southern hip hop	NA	NA
5RDqj06z9J287XqeQgYZdb	Elevators (Me & You)	OutKast	0	5RDqj06z9J287XqeQgYZdb	ATLiens	1996-08-27	Dirty South Rap Classics by DJ HOTSAUCE	5RDqj06z9J287XqeQgYZdb	0.774_0.586	10	-10.434	0	0.301	0.0234	0.000726	0.0562	0.642	85.075	265200	NA	southern hip hop	NA	NA
0EgigrGFGb4PHaVNb7fgK7	No Problem	Lil Scrappy	54	0EgigrGFGb4PHaVNb7fgK7	The Crunk Recordings: Hits From The Pioneers And Players Of Crunk	2009-08-21	Dirty South Rap Classics by DJ HOTSAUCE	0EgigrGFGb4PHaVNb7fgK7	0.858_0.731	1	-7.224	1	0.237	0.053	0	0.15	0.139	85.984	214213	NA	southern hip hop	NA	NA
3wIjnMkaSRsU2GAsHRtaXf	Neva Eva (feat. Lil Scrappy & Lil Jon)	Trillville	16	3wIjnMkaSRsU2GAsHRtaXf	Neva Eva/Head Bussa	2003	Dirty South Rap Classics by DJ HOTSAUCE	3wIjnMkaSRsU2GAsHRtaXf	0.777_0.81	7	-4.968	1	0.0462	0.0192	0	0.0861	0.787	78.021	276320	NA	southern hip hop	NA	NA
1BVTXeq3Hv4K1QamHvrt6A	Front, Back & Side to Side	UGK	42	1BVTXeq3Hv4K1QamHvrt6A	Super Tight	1994-04-11	Dirty South Rap Classics by DJ HOTSAUCE	1BVTXeq3Hv4K1QamHvrt6A	0.818_0.633	2	-5.598	1v	0.105	0.0192	1.47e-05	0.0444	0.803	150	313800	NA	southern hip hop	NA	NA
7bcsSzt2HasMWL2Kr7iyfH	Wanna Be A Balla	Fat Pat	0	7bcsSzt2HasMWL2Kr7iyfH	Greatest Hits	2001	Dirty South Rap Classics by DJ HOTSAUCE	7bcsSzt2HasMWL2Kr7iyfH	0.87_0.608	10	-8.91	0v	0.281	0.303	0	0.156	0.649	92.314	356987	NA	southern hip hop	NA	NA
3qMkFNfMueMebmOzh2fKhy	Mr. Scarface	Scarface	31	3qMkFNfMueMebmOzh2fKhy	Mr. Scarface Is Back	1991	Dirty South Rap Classics by DJ HOTSAUCE	3qMkFNfMueMebmOzh2fKhy	0.915_0.518	1	-13.501	1	0.32	0.0696	0	0.183	0.574	97.049	352432	NA	southern hip hop	NA	NA
3R9qiUjvIuLYm1KWzh6E0L	Still Fly	Big Tymers	0	3R9qiUjvIuLYm1KWzh6E0L	Hood Rich (Explicit Version)	2002-01-01	Dirty South Rap Classics by DJ HOTSAUCE	3R9qiUjvIuLYm1KWzh6E0L	0.675_0.607	11	-3.538	1	0.161	0.0302	8.67e-06	0.339	0.56	177.928	335613	NA	southern hip hop	NA	NA
2PuDoAM0gdidF1txIQFUkp	Like A Pimp	David Banner	0	2PuDoAM0gdidF1txIQFUkp	Mississippi-The Album	2003-01-01	Dirty South Rap Classics by DJ HOTSAUCE	2PuDoAM0gdidF1txIQFUkp	0.846_0.856	7	-5.14	1	0.176	0.00496	0	0.076	0.913	144.09	254707	NA	southern hip hop	NA	NA
0jrz4ZQKCsC6h2vzqgHiEp	Get Low featuring Ying Yang Twins	Lil Jon & The East Side Boyz	64	0jrz4ZQKCsC6h2vzqgHiEp	Crunkest Hits	2011-03-15	Dirty South Rap Classics by DJ HOTSAUCE	0jrz4ZQKCsC6h2vzqgHiEp	0.771_0.621	1	-7.453	1	0.0376	0.0295	0	0.124	0.154	101.013	334067	NA	southern hip hop	NA	NA
0J45lEzyh0cMdi4jPAp5xV	Trap House	Gucci Mane	0	0J45lEzyh0cMdi4jPAp5xV	Hood Classics	2008-11-07	Dirty South Rap Classics by DJ HOTSAUCE	0J45lEzyh0cMdi4jPAp5xV	0.868_0.544	11	-4.784	1	0.196	0.214	0	0.112	0.336	150.028	259880	NA	southern hip hop	NA	NA
5FDXQVXYiLeXLwt11T2lcN	Go Crazy - Remix	Jeezy	0	5FDXQVXYiLeXLwt11T2lcN	Lets Get It: Thug Motivation 101 (Explicit Version)	2005-01-01	Dirty South Rap Classics by DJ HOTSAUCE	5FDXQVXYiLeXLwt11T2lcN	0.39_0.895	11	-4.419	0	0.444	0.0344	0	0.247	0.646	85.407	253840	NA	southern hip hop	NA	NA
1Q48AM3uKnWdZEN7UJng6R	Shake Ya Ass	Mystikal	23	1Q48AM3uKnWdZEN7UJng6R	Cut Killer Show 2	2010-05-26	Dirty South Rap Classics by DJ HOTSAUCE	1Q48AM3uKnWdZEN7UJng6R	0.916_0.462	7	-10.472	1	0.406	0.0602	0	0.347	0.702	98.22	234733	NA	southern hip hop	NA	NA
7EbTPYTnPJnkcJn7bonvY3	Do It	Rasheeda	13	7EbTPYTnPJnkcJn7bonvY3	Do It	2000	Dirty South Rap Classics by DJ HOTSAUCE	7EbTPYTnPJnkcJn7bonvY3	0.741_0.866	7	-3.47	1v	0.0354	0.0192	7.41e-06	0.0673	0.599	138.139	234640	NA	southern hip hop	NA	NA
0Z2ke9CtxCONdyURCI3wIu	Walk It Out Remix feat OutKast & Jim Jones	Unk	0	0Z2ke9CtxCONdyURCI3wIu	Walk It Out Remix feat OutKast & Jim Jones	2007-02-06	Dirty South Rap Classics by DJ HOTSAUCE	0Z2ke9CtxCONdyURCI3wIu	0.799_0.695	1	-6.085	0	0.258	0.0728	0	0.1	0.519	159.957	296560	NA	southern hip hop	NA	NA
0P4wupoasH0Pj0cuvwaIwN	Tired Of Ballin	Tela	35	0P4wupoasH0Pj0cuvwaIwN	Piece Of Mind	1996-11-05	Dirty South Rap Classics by DJ HOTSAUCE	0P4wupoasH0Pj0cuvwaIwN	0.596_0.506	9	-10.08	1	0.355	0.0129	2.00528496270999	0.102	0.688	87.761	301107	NA	southern hip hop	NA	NA
2ajhenDRiiAnCHHjsIOHhJ	Laffy Taffy	D4L	68	2ajhenDRiiAnCHHjsIOHhJ	Down For Life	2005-11-08	Dirty South Rap Classics by DJ HOTSAUCE	2ajhenDRiiAnCHHjsIOHhJ	0.891_0.439	7	-7.994	0	0.428	0.0351	0	0.0932	0.622	77.499	224253	NA	southern hip hop	NA	NA
