track_id	BBtrack_name3480	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	rap	rock	r&b
0C80GCp0mMuBzLf3EAXqxv	Shoot to Thrill	AC/DC	69	0C80GCp0mMuBzLf3EAXqxv	Back In Black	1980-07-25	Classic Rock Playlist.	0C80GCp0mMuBzLf3EAXqxv	0.457_0.904	2	-5.303	1R	0.0747	0.000239	0.0879	0.396	0.48	141.038	317427	NA	classic rock	NA
0s6e7ZafqOAUBDoQYGmxrc	Every Little Step	Bobby Brown	56	0s6e7ZafqOAUBDoQYGmxrc	Dont Be Cruel	1988-01-01	Classic Rock Playlist.	0s6e7ZafqOAUBDoQYGmxrc	0.79_0.653	1	-11.511	1R	0.0397	0.00717	0	0.0386	0.94	99.826	237240	NA	classic rock	NA
2APxH5XbOLDTmW9X5yi6Hw	Dreams	Van Halen	57	2APxH5XbOLDTmW9X5yi6Hw	5150	1986-03-24	Classic Rock Playlist.	2APxH5XbOLDTmW9X5yi6Hw	0.455_0.758	0	-11.361	1	0.0454	0.223	2.51e-06	0.0986	0.54	141.304	294000	NA	classic rock	NA
11hrac0abM5C78XGjnxsNx	Dreams - Live	Van Halen	32	11hrac0abM5C78XGjnxsNx	Van Halen Live: Right Here, Right Now	1993-02-23	Classic Rock Playlist.	11hrac0abM5C78XGjnxsNx	0.464_0.94	0	-8.06	1	0.0457	0.000184	0.11	0.988	0.346	146.595	289267	NA	classic rock	NA
7pN5EnbsRXnuYlsTHPzj6J	Renagade	Bulletboys	30	7pN5EnbsRXnuYlsTHPzj6J	Warriors Of Rock	2010-10-01	Classic Rock Playlist.	7pN5EnbsRXnuYlsTHPzj6J	0.452_0.604	2	-8.239	0	0.0315	0.0146	9.22476877265144	0.18	0.556	106.045	233547	NA	classic rock	NA
0X1sqQ652p1sceKM2nJlIJ	Runaway	Bon Jovi	69	0X1sqQ652p1sceKM2nJlIJ	Bon Jovi	1984-01-01	Classic Rock Playlist.	0X1sqQ652p1sceKM2nJlIJ	0.475_0.899	9	-4.321	0	0.0637	0.00375	1.91e-05	0.14	0.603	152.445	230667	NA	classic rock	NA
2AmEv442DGwSxMGZ9XEvBA	Rock Of Ages	Def Leppard	61	2AmEv442DGwSxMGZ9XEvBA	Pyromania (Deluxe)	1983-01-20	Classic Rock Playlist.	2AmEv442DGwSxMGZ9XEvBA	0.706_0.785	11	-7.666	0	0.041	0.00802	0.0319	0.195	0.636	105.893	247829	NA	classic rock	NA
NA	In My Mind	The Amazons	7	NA	Introducing... The Amazons	2020-01-17	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.326_0.918	0	-4.207	0	0.0677	0.000102	0.00397	0.0719	0.546	155.046	230625	NA	permanent wave	NA
NA	Half Your Age	Joywave	56	NA	Half Your Age	2020-01-07	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.463_0.786	9	-4.323	1R	0.0323	0.0112	0	0.654	0.492	84.966	209227	NA	permanent wave	NA
NA	Westside	FMLYBND	32	NA	Fmlybnd	2020-01-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.626_0.621	2	-8.665	1	0.0443	0.0263	2.64e-05	0.204	0.708	150.089	197354	NA	permanent wave	NA
NA	Move to San Francisco	Circa Waves	55	NA	Move to San Francisco	2020-01-08	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.7_0.701	9	-5.223	1	0.0342	0.185	0	0.0996	0.681	136.008	181492	NA	permanent wave	NA
NA	So Predictable	Set It Off	57	NA	After Midnight (Part 2)	2020-01-03	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.564_0.867	5	-3.238	0	0.0541	0.11	0	0.155	0.505	150.004	181332	NA	permanent wave	NA
NA	Plastic Dream	The Lizards	15	NA	Plastic Dream	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.444_0.813	7	-4.993	1R	0.0421	1.55e-05	8.77e-05	0.68	0.538	110.039	198538	NA	permanent wave	NA
NA	Hungry For The Holy Cow	Sleep Patterns	11	NA	Hungry For The Holy Cow	2019-11-30	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.41_0.917	4	-7.973	0	0.085	0.0227	7.55e-06	0.125	0.25	82.005	231220	NA	permanent wave	NA
NA	No Sleep	No Love For The Middle Child	51	NA	No Sleep	2020-01-03	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.614_0.608	10	-7.356	1	0.0375	0.451	5.03e-05	0.134	0.478	117.056	207179	NA	permanent wave	NA
NA	Alive	Daughtry	60	NA	Alive	2019-12-18	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.51_0.774	1	-5.485	0	0.0387	0.0324	0	0.053	0.334	100.286	262907	NA	permanent wave	NA
NA	Grim	The Blue Stones	56	NA	Grim	2019-12-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.469_0.919	11	-5.637	0	0.172	0.000606	0.00514	0.367	0.336	167.871	302944	NA	permanent wave	NA
NA	Dance with You	Hoofa	7	NA	Dance with You	2019-11-27	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.416_0.801	0	-4.453	1	0.0487	0.352	0	0.153	0.702	167.942	176951	NA	permanent wave	NA
NA	Good Man	The Federal Empire	44	NA	Good Man	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.485_0.795	1	-7.532	0	0.0414	0.0113	4.22e-05	0.406	0.456	82.977	206000	NA	permanent wave	NA
NA	Feed Off Sin	Public Theatre	29	NA	Feed Off Sin	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.547_0.949	11	-3.834	0	0.05	0.00266	0.569	0.115	0.462	94.989	193538	NA	permanent wave	NA
NA	Your Dreams	Jon Magnusson	13	NA	Psalms For Sinners	2017-04-14	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.459_0.751	1	-7.503	0	0.118	0.603	0	0.291	0.487	172.112	217550	NA	permanent wave	NA
NA	Did My Best	The Voidz	60	NA	Did My Best	2019-12-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.533_0.794	1	-4.687	0	0.0371	0.154	0.888	0.106	0.623	120.209	296939	NA	permanent wave	NA
NA	Come To Me	ATNA	53	NA	Come To Me	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.242_0.774	5	-5.156	1	0.0421	5.62e-05	5.76e-05	0.0821	0.197	186.045	170400	NA	permanent wave	NA
NA	Loose Lips Sink Ships	The Band Royale	30	NA	The Band Royale	2020-01-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.302_0.979	8	-5.279	1	0.127	0.000223	0.326	0.104	0.194	159.968	246844	NA	permanent wave	NA
NA	Prescriptive Poison	Miss Kill	15	NA	Prescriptive Poison	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.182_0.94	0	-5.188	1	0.0778	0.000294	0.0612	0.576	0.401	146.865	202735	NA	permanent wave	NA
NA	Monster	Novustory	24	NA	Monster	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.24_0.835	0	-6.861	1	0.142	0.0487	0	0.045	0.367	153.304	199416	NA	permanent wave	NA
NA	Wenn ich wollte	Madsen	38	NA	Wenn ich wollte	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.399_0.887	7	-4.313	1	0.061	0.000305	0.000745	0.0782	0.409	165.877	200725	NA	permanent wave	NA
NA	Changes	High Tropics	32	NA	Changes	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.56_0.828	8	-6.032	1	0.0271	0.000823	0.00146	0.249	0.584	95.011	231317	NA	permanent wave	NA
NA	Down	The Man Who	39	NA	Bet on You	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.383_0.855	7	-4.559	0R	0.0439	8.68e-05	0.00115	0.152	0.362	173.782	216084	NA	permanent wave	NA
NA	Airport	Yammerer	19	NA	Airport	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.486_0.963	7	-2.418	0R	0.0784	0.00126	0	0.164	0.591	102.248	236720	NA	permanent wave	NA
NA	Get Back	Secondhand Habit	9	NA	Get Back	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.534_0.896	6	-4.96	1R	0.0368	0.000352	1.45e-06	0.0758	0.64	144.932	199862	NA	permanent wave	NA
NA	Paint California	NoMBe	53	NA	Paint California	2019-12-04	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.699_0.538	2	-7.974	1	0.0365	0.00682	0.00376	0.199	0.466	135.058	207133	NA	permanent wave	NA
NA	Hot	Confetti	51	NA	Hot	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.607_0.908	7	-3.883	1	0.107	0.00297	1.61e-06	0.12	0.664	168.015	150714	NA	permanent wave	NA
NA	World Record Dive	Lucas Coe	8	NA	World Record Dive	2019-07-07	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.506_0.467	4	-10.847	1	0.0284	0.00829	0.00714	0.111	0.372	112.036	213420	NA	permanent wave	NA
NA	None of the Above	TRASH HEADS	4	NA	None of the Above	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.465_0.947	8	-3.731	1	0.0462	0.000291	1.25e-05	0.0963	0.69	156.016	169656	NA	permanent wave	NA
NA	original me (feat. dan reynolds of imagine dragons)	YUNGBLUD	71	NA	original me (feat. dan reynolds of imagine dragons)	2019-10-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.471_0.786	1	-5.24	1	0.192	0.00888	1.89e-06	0.187	0.61	160.01	205320	NA	permanent wave	NA
NA	Ostracised	KOYO	17	NA	Ostracised	2019-11-29	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.489_0.926	6	-5.361	0	0.126	0.0114	0.0255	0.317	0.29	127.036	227627	NA	permanent wave	NA
NA	Fire, Ready, Aim	Green Day	62	NA	Father of All...	2019-10-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.448_0.925	11	-3.839	1	0.045	3.22e-05	0	0.392	0.917	156.053	112940	NA	permanent wave	NA
NA	Whyamisosadallthetime	Molars	8	NA	Whyamisosadallthetime	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.569_0.892	11	-5.887	1	0.0534	0.00168	0.00098	0.175	0.366	88.952	173000	NA	permanent wave	NA
NA	Meet the Sky	Third Lung	11	NA	Meet the Sky	2019-10-18	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.228_0.568	4	-6.952	1	0.0355	0.187	2.35e-05	0.43	0.168	176.165	270247	NA	permanent wave	NA
NA	Placebo	Chasing Deer	11	NA	Placebo	2018-08-31	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.454_0.721	5	-8.676	1	0.0382	0.000495	0	0.334	0.727	161.975	186567	NA	permanent wave	NA
NA	Island	Kensington	54	NA	Time	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.623_0.668	0	-7.551	1	0.0324	0.135	0.225	0.106	0.14	139.989	276760	NA	permanent wave	NA
NA	Regress	InAir	3	NA	Dreamful	2019-09-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.419_0.861	1	-4.12	0	0.0456	0.00945	0	0.0682	0.374	77.459	236129	NA	permanent wave	NA
NA	Turn the Wheel	Agat	2	NA	Turn the Wheel	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.8_0.734	4	-4.655	0	0.0706	0.131	0.00998	0.0987	0.496	122.021	199200	NA	permanent wave	NA
NA	Fall Apart	Sydney	3	NA	Fall Apart	2019-10-25	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.447_0.492	1	-11.09	0R	0.0296	0.369	5.94e-05	0.112	0.257	99.979	226057	NA	permanent wave	NA
NA	Playground	My Ugly Clementine	44	NA	Playground	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.736_0.418	2	-7.703	1	0.0272	0.00536	0	0.229	0.485	95.02	184634	NA	permanent wave	NA
NA	The End of the Game	Weezer	62	NA	The End of the Game	2019-09-10	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.574_0.865	8	-4.028	1	0.041	0.00121	1.93155307343695	0.108	0.669	119.068	181707	NA	permanent wave	NA
NA	Robbery	Lime Cordiale	64	NA	Robbery	2019-09-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.687_0.708	3	-8.133	0R	0.0891	0.421	5.60830095384736	0.213	0.89	152.937	223234	NA	permanent wave	NA
NA	idc	ren	51	NA	idc	2019-11-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.751_0.48	9	-5.557	1	0.035	0.208	1.4e-06	0.0895	0.601	94.997	153813	NA	permanent wave	NA
NA	The Best	AWOLNATION	65	NA	The Best	2019-11-05	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.639_0.86	2	-5.074	0R	0.0308	0.115	0.176	0.0983	0.0532	110.997	223320	NA	permanent wave	NA
NA	Dirt in my Eyes	Cold War Kids	52	NA	New Age Norms 1	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.751_0.742	8	-5.015	0	0.0251	0.0189	0.000401	0.157	0.815	102.036	220400	NA	permanent wave	NA
NA	Rush	The Score	57	NA	Stay	2019-08-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.7_0.703	7	-4.794	0	0.0308	0.0104	0	0.0981	0.338	90.018	176444	NA	permanent wave	NA
NA	Living Proof	Des Rocs	43	NA	Living Proof	2019-09-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.447_0.7	2	-5.739	1	0.137	0.271	0	0.0521	0.476	149.69	235099	NA	permanent wave	NA
NA	Desensitize	DREAMERS	59	NA	Desensitize	2019-11-08	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.521_0.989	11	-2.386	0	0.123	0.0066	2.1e-06	0.207	0.361	101.02	168726	NA	permanent wave	NA
NA	Like Before You Were Born	DIIV	49	NA	Deceiver	2019-10-04	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.474_0.802	3	-7.161	0	0.0453	7.35e-05	0.749	0.0724	0.248	108.388	184907	NA	permanent wave	NA
NA	All The Way (Stay)	Jimmy Eat World	48	NA	All The Way (Stay)	2019-09-23	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.576_0.931	7	-2.491	1	0.0563	0.00085	0	0.143	0.735	133.987	245747	NA	permanent wave	NA
NA	Swim For Your Life	The Pale White	56	NA	Swim For Your Life	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.31_0.806	8	-4.936	0	0.126	0.00739	0	0.177	0.432	202.078	262842	NA	permanent wave	NA
NA	Dig	Arrested Youth	55	NA	Sobville (Episode I)	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.595_0.928	0	-4.825	1	0.0821	0.0316	0	0.217	0.72	145.068	174780	NA	permanent wave	NA
NA	Hurt My Heart	White Lies	47	NA	Hurt My Heart	2019-09-25	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.476_0.963	0	-3.956	0	0.0712	0.00124	1.04e-05	0.0664	0.38	91.996	254918	NA	permanent wave	NA
NA	Novocaine	Twin Atlantic	48	NA	Novocaine	2019-10-17	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.404_0.952	8	-3.41	1	0.048	1.07e-05	1.05e-05	0.0838	0.369	153.965	207920	NA	permanent wave	NA
NA	Die To Live	Volbeat	50	NA	Rewind, Replay, Rebound (Deluxe)	2019-08-02	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.421_0.968	9	-2.931	1	0.144	0.0158	0.656	0.351	0.355	186.095	182960	NA	permanent wave	NA
NA	Oblivion	Zayde Wolf	44	NA	Oblivion	2019-09-27	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.253_0.49	0	-8.187	0	0.0373	0.0169	6.5214389695786	0.111	0.0549	72.955	278919	NA	permanent wave	NA
NA	Space Cadet	beabadoobee	41	NA	Space Cadet	2019-10-14	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.571_0.874	4	-5.2	1	0.0273	0.00383	0.0282	0.0621	0.742	127.046	264013	NA	permanent wave	NA
NA	Nothing To Lose	DI-RECT	41	NA	Nothing To Lose	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.621_0.903	0	-3.736	1R	0.0516	0.00527	1.22e-05	0.107	0.794	151.561	159860	NA	permanent wave	NA
NA	Black Gold (Edit)	Editors	40	NA	Black Gold	2019-09-05	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	NA	0.406_0.931	2	-5.392	1	0.046	0.0565	3.05e-06	0.456	0.579	180.054	221457	NA	permanent wave	NA
3eDJXbkSGulxTuB2L7fP9B	Low Life	Crobot	54	3eDJXbkSGulxTuB2L7fP9B	Motherbrain	2019-08-23	Rock Hard	3eDJXbkSGulxTuB2L7fP9B	0.546_0.911	6	-4.801	1	0.062	8e-04	7.73e-05	0.131	0.757	76.008	216515	NA	hard rock	NA
58Eyr2rZWIYM19qhpals74	Agree to Disagree	Sleeping With Sirens	57	58Eyr2rZWIYM19qhpals74	How It Feels to Be Lost	2019-09-06	Rock Hard	58Eyr2rZWIYM19qhpals74	0.561_0.935	1	-3.807	1	0.0936	0.011	5.95655951774679	0.26	0.625	89.973	182680	NA	hard rock	NA
6iACYlu0i0csBkEHcuq34H	Sever	Red	45	6iACYlu0i0csBkEHcuq34H	Sever	2020-01-17	Rock Hard	6iACYlu0i0csBkEHcuq34H	0.173_0.893	6	-5.53	0	0.163	0.000211	0.0214	0.102	0.36	84.985	242000	NA	hard rock	NA
6hyKhlwAvLvVh0ZysHFLnq	MONOMANIA	The Word Alive	54	6hyKhlwAvLvVh0ZysHFLnq	M0N0MANIA	2020-01-10	Rock Hard	6hyKhlwAvLvVh0ZysHFLnq	0.456_0.93	5	-3.596	1	0.186	0.00491	0.000191	0.159	0.416	148.749	238680	NA	hard rock	NA
0bTjMx79m5NMCsHDTyAwBY	Already Dead	Hollywood Undead	59	0bTjMx79m5NMCsHDTyAwBY	Already Dead	2019-10-25	Rock Hard	0bTjMx79m5NMCsHDTyAwBY	0.359_0.964	1	-4.237	1	0.408	0.000439	0	0.131	0.303	159.978	236734	NA	hard rock	NA
6E5gsJm3t0RqmiHBfUBaya	Killing Me Slowly	Bad Wolves	65	6E5gsJm3t0RqmiHBfUBaya	Killing Me Slowly	2019-08-23	Rock Hard	6E5gsJm3t0RqmiHBfUBaya	0.345_0.89	1	-4.175	0	0.0774	0.000725	2.98e-06	0.204	0.276	137.973	237065	NA	hard rock	NA
4uWDkbZzZZYLEcwBFyrAhY	Underneath	Code Orange	52	4uWDkbZzZZYLEcwBFyrAhY	Underneath	2020-01-10	Rock Hard	4uWDkbZzZZYLEcwBFyrAhY	0.37_0.916	1	-1.917	1	0.194	0.00196	3.59e-06	0.118	0.187	172.846	279194	NA	hard rock	NA
56fiFTRrSiHHH3gBeaTg2P	Nero Forte	Slipknot	72	56fiFTRrSiHHH3gBeaTg2P	We Are Not Your Kind	2019-08-09	Rock Hard	56fiFTRrSiHHH3gBeaTg2P	0.336_0.978	7	-2.358	1	0.0846	0.000437	0.000525	0.138	0.496	129.842	315177	NA	hard rock	NA
0g9NUt0uI1HSWgkLynXRbP	Victory	Fire From The Gods	51	0g9NUt0uI1HSWgkLynXRbP	American Sun	2019-11-01	Rock Hard	0g9NUt0uI1HSWgkLynXRbP	0.49_0.973	2	-3.843	1	0.324	0.00732	4.95e-05	0.752	0.389	145.067	206905	NA	hard rock	NA
6PcRGZGpM4a3wcaK59fPsZ	Paranoid	I Prevail	2	6PcRGZGpM4a3wcaK59fPsZ	Breaking Down / Bow Down / Paranoid	2019-03-18	Rock Hard	6PcRGZGpM4a3wcaK59fPsZ	0.558_0.793	1	-6.861	0	0.0374	0.000641	2.93e-05	0.731	0.457	75.999	144547	NA	hard rock	NA
6ZfTIN0gmZft7Ewe9gjOyR	SAVAGES	Ice Nine Kills	58	6ZfTIN0gmZft7Ewe9gjOyR	The Silver Scream	2018-10-05	Rock Hard	6ZfTIN0gmZft7Ewe9gjOyR	0.476_0.99	6	-2.24	1	0.133	0.000361	3.25e-06	0.409	0.406	130.97	177853	NA	hard rock	NA
6wzbluFL5sh3fgx5iyxvMk	The Disease	Anti-Flag	53	6wzbluFL5sh3fgx5iyxvMk	The Disease	2020-01-10	Rock Hard	6wzbluFL5sh3fgx5iyxvMk	0.573_0.927	2	-4.905	1	0.051	8.15e-05	0	0.935	0.583	124.944	175467	NA	hard rock	NA
5pvZGipNqXbamr7K8TVolA	Blow Me	The Used	56	5pvZGipNqXbamr7K8TVolA	Blow Me	2019-12-06	Rock Hard	5pvZGipNqXbamr7K8TVolA	0.385_0.951	10	-3.09	0	0.125	0.000361	7.39e-05	0.455	0.423	89.838	200765	NA	hard rock	NA
2NgM0Rr5uLzSR4WOVR9XW9	Forgiveness I + II	Billy Talent	56	2NgM0Rr5uLzSR4WOVR9XW9	Forgiveness I + II	2019-11-27	Rock Hard	2NgM0Rr5uLzSR4WOVR9XW9	0.33_0.968	4	-3.795	0	0.168	0.0066	4.55e-06	0.363	0.157	133.066	401177	NA	hard rock	NA
5EKUb1FKsyYVaSXb41YBIj	ONE	Rev Theory	35	5EKUb1FKsyYVaSXb41YBIj	ONE	2020-01-15	Rock Hard	5EKUb1FKsyYVaSXb41YBIj	0.398_0.966	4	-2.352	0	0.0453	5.74e-06	0	0.303	0.52	90.016	208196	NA	hard rock	NA
1aML2CdNXjkJJvIhzqN6Ka	History of Violence	Theory of a Deadman	60	1aML2CdNXjkJJvIhzqN6Ka	History of Violence	2019-09-25	Rock Hard	1aML2CdNXjkJJvIhzqN6Ka	0.587_0.821	9	-5.041	0	0.0413	0.0536	0	0.0932	0.616	81.985	234567	NA	hard rock	NA
2eZjO58Qe9og2xmyfw4qwJ	Ludens	Bring Me The Horizon	73	2eZjO58Qe9og2xmyfw4qwJ	Ludens	2019-11-06	Rock Hard	2eZjO58Qe9og2xmyfw4qwJ	0.295_0.679	1	-6.182	1	0.15	0.000551	5.44e-05	0.165	0.381	197.964	280152	NA	hard rock	NA
1tS3YIyOAczsBzjub9PrZj	Soak Me in Bleach	The Amity Affliction	61	1tS3YIyOAczsBzjub9PrZj	Soak Me in Bleach	2020-01-08	Rock Hard	1tS3YIyOAczsBzjub9PrZj	0.185_0.91	0	-5.283	1R	0.151	0.00014	0	0.18	0.188	165.355	225916	NA	hard rock	NA
0N651LYsMd1I2fFLNmbtR0	Every Second (Eva Under Fire)	From Ashes to New	52	0N651LYsMd1I2fFLNmbtR0	Every Second (feat. Eva Under Fire)	2019-12-06	Rock Hard	0N651LYsMd1I2fFLNmbtR0	0.547_0.938	3	-5.157	1	0.188	0.0112	0	0.178	0.185	155.009	214924	NA	hard rock	NA
08vJxMYhmZu6YTWqVmLgrA	The Hunted (feat. Sully Erna)	Saint Asonia	58	08vJxMYhmZu6YTWqVmLgrA	The Hunted	2019-07-24	Rock Hard	08vJxMYhmZu6YTWqVmLgrA	0.322_0.95	2	-4.553	0	0.182	1.52e-05	9.61e-06	0.158	0.263	199.958	223357	NA	hard rock	NA
6RqqIg1s1Ir7vUeDbtV91X	Native Son	Alter Bridge	32	6RqqIg1s1Ir7vUeDbtV91X	Walk the Sky	2019-10-18	Rock Hard	6RqqIg1s1Ir7vUeDbtV91X	0.487_0.96	6	-5.319	1	0.106	1.48e-05	0.199	0.0836	0.132	107.053	255642	NA	hard rock	NA
5qbtHIOOPeiALZnn7QmPJN	Obvious	DIAMANTE	36	5qbtHIOOPeiALZnn7QmPJN	Obvious	2020-01-17	Rock Hard	5qbtHIOOPeiALZnn7QmPJN	0.419_0.862	5	-5.542	0	0.0407	0.000112	0	0.39	0.448	156.041	222147	NA	hard rock	NA
0C5X8RJXZNuGO2CfQJumb5	The Violence	Asking Alexandria	67	0C5X8RJXZNuGO2CfQJumb5	The Violence	2019-07-11	Rock Hard	0C5X8RJXZNuGO2CfQJumb5	0.646_0.851	8	-4.22	0R	0.0662	0.00618	0	0.629	0.333	129.918	208396	NA	hard rock	NA
5QqMJ9JYmNU8zHbjhNRI3p	Far Away	Breaking Benjamin	59	5QqMJ9JYmNU8zHbjhNRI3p	Far Away	2019-12-06	Rock Hard	5QqMJ9JYmNU8zHbjhNRI3p	0.536_0.803	1	-2.998	1	0.0285	0.0407	2.30272209853865	0.111	0.254	107.973	292281	NA	hard rock	NA
30XZElqGTzvdg6clMAMcEp	Battle Drums	Kayzo	48	30XZElqGTzvdg6clMAMcEp	Battle Drums	2020-01-15	Rock Hard	30XZElqGTzvdg6clMAMcEp	0.524_0.966	10	-2.141	1	0.452	0.0107	0.00327	0.439	0.386	89.896	209333	NA	hard rock	NA
