track_id	ZZtrack_name89	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	rap	rock	latin	r&b
0DERH4d9UnaJJuFoufN3dg	For One Night Only	Simple Minds	5	0DERH4d9UnaJJuFoufN3dg	Forty: The Best Of Simple Minds 1979-2019 (Deluxe)	2019-11-01	Classic Rock Now	0DERH4d9UnaJJuFoufN3dg	0.432_0.894	4	-6.606	1	0.0592	0.00213	0.000313	0.108	0.229	140.008	226680	NA	classic rock	NA	NA
7uWPQnmMjqyhcGuHNY79ob	Milky Way	Neil Young	36	7uWPQnmMjqyhcGuHNY79ob	Milky Way	2019-08-30	Classic Rock Now	7uWPQnmMjqyhcGuHNY79ob	0.584_0.14	9	-17.416	0	0.0351	0.807	0.000179	0.108	0.189	75.253	359627	NA	classic rock	NA	NA
6pymDBwVLIAyoiW8BdlRbF	All This Music Must Fade	The Who	33	6pymDBwVLIAyoiW8BdlRbF	All This Music Must Fade	2019-10-03	Classic Rock Now	6pymDBwVLIAyoiW8BdlRbF	0.503_0.926	2	-4.979	1	0.0404	0.00165	0.0145	0.34	0.504	152.02	200800	NA	classic rock	NA	NA
0toYxUoM8HP6isTJsKNKqa	Trouble Is Your Middle Name	Whitesnake	46	0toYxUoM8HP6isTJsKNKqa	Flesh & Blood (Deluxe Edition)	2019-05-10	Classic Rock Now	0toYxUoM8HP6isTJsKNKqa	0.309_0.987	11	-3.452	0	0.102	0.00389	3.05e-05	0.489	0.136	158.057	257065	NA	classic rock	NA	NA
4j6Pq3SGop6DSZLd28DTjx	Morning Starship	Morrissey	45	4j6Pq3SGop6DSZLd28DTjx	California Son	2019-05-24	Classic Rock Now	4j6Pq3SGop6DSZLd28DTjx	0.515_0.815	2	-5.051	1	0.0428	0.0439	2.51788338364568	0.0814	0.48	146.995	209293	NA	classic rock	NA	NA
4fM3IUQ9kh3fYh2Ni1iPZU	Gone Are The Days (Radio Edit)	Grand Slam	29	4fM3IUQ9kh3fYh2Ni1iPZU	Gone Are The Days	2019-09-06	Classic Rock Now	4fM3IUQ9kh3fYh2Ni1iPZU	0.5_0.92	8	-4.198	1	0.0444	0.000264	0	0.383	0.651	139.987	216352	NA	classic rock	NA	NA
2GORop0i2cyx8C0A3JzL44	Dance with Me	Orleans	55	2GORop0i2cyx8C0A3JzL44	Dance With Me: The Best Of Orleans	1997-06-24	Soft Rock Drive	2GORop0i2cyx8C0A3JzL44	0.565_0.392	2	-10.083	1	0.0268	0.551	0.000106	0.247	0.493	98.485	180480	NA	classic rock	NA	NA
1Q34tAtTWI6RdW1qzFQiPb	Your Smiling Face	James Taylor	60	1Q34tAtTWI6RdW1qzFQiPb	JT	1977	Soft Rock Drive	1Q34tAtTWI6RdW1qzFQiPb	0.683_0.515	1	-10.932	1	0.0592	0.137	6.66e-06	0.0816	0.767	88.827	165400	NA	classic rock	NA	NA
1qjrYozGqc7upUgfN776lZ	Sara Smile	Daryl Hall & John Oates	65	1qjrYozGqc7upUgfN776lZ	Daryl Hall & John Oates	1975	Soft Rock Drive	1qjrYozGqc7upUgfN776lZ	0.592_0.397	2	-10.81	0	0.0676	0.354	0.000894	0.119	0.205	150.038	185293	NA	classic rock	NA	NA
2dtK02TSAuTvVYU2wGAVG0	Still the One	Orleans	58	2dtK02TSAuTvVYU2wGAVG0	Waking & Dreaming	1976	Soft Rock Drive	2dtK02TSAuTvVYU2wGAVG0	0.565_0.615	4	-10.793	1	0.0384	0.0487	1.93e-06	0.16	0.591	143.928	234040	NA	classic rock	NA	NA
7wWw7hBmErNg9u5w6Xx0vy	Make It with You	Bread	64	7wWw7hBmErNg9u5w6Xx0vy	On the Waters	1970	Soft Rock Drive	7wWw7hBmErNg9u5w6Xx0vy	0.629_0.356	4	-11.135	1	0.0246	0.66	0.000617	0.173	0.472	83.886	192200	NA	classic rock	NA	NA
6JHXiRD1QjMK1N6AQEnL04	Biggest Part of Me	Ambrosia	63	6JHXiRD1QjMK1N6AQEnL04	One Eighty	1980-03-26	Soft Rock Drive	6JHXiRD1QjMK1N6AQEnL04	0.498_0.723	10	-8.053	1	0.05	0.238	0	0.353	0.882	153.227	324040	NA	classic rock	NA	NA
0gZXockVcE7rEhSf4mcGLO	Guitar Man	Bread	64	0gZXockVcE7rEhSf4mcGLO	Guitar Man	1972	Soft Rock Drive	0gZXockVcE7rEhSf4mcGLO	0.553_0.506	4	-13.271	0	0.046	0.144	3.78e-06	0.438	0.51	143.278	226213	NA	classic rock	NA	NA
7cDzJyC95jtGO9zAeZsWOg	Kiss on My List	Daryl Hall & John Oates	61	7cDzJyC95jtGO9zAeZsWOg	Voices	1980	Soft Rock Drive	7cDzJyC95jtGO9zAeZsWOg	0.815_0.741	0	-9.478	1	0.031	0.434	0.111	0.0689	0.965	121.221	264987	NA	classic rock	NA	NA
1oar8gdDX5yHWzVstAHDav	Promises	Eric Clapton	51	1oar8gdDX5yHWzVstAHDav	Backless	1978-11-01	Soft Rock Drive	1oar8gdDX5yHWzVstAHDav	0.546_0.361	7	-18.397	1Q	0.0321	0.701	0.773	0.0875	0.709	154.814	181227	NA	classic rock	NA	NA
6suCI1pLqqvVVLLvLzjoKc	Saturday in the Park	Chicago	45	6suCI1pLqqvVVLLvLzjoKc	Chicago IX: Chicagos Greatest Hits	1975-11-10	Soft Rock Drive	6suCI1pLqqvVVLLvLzjoKc	0.679_0.601	7	-11.758	1	0.0313	0.0894	0	0.0617	0.668	114.388	235800	NA	classic rock	NA	NA
4AjKVyNUMdUveKK5OH1OJD	How Long	Ace	56	4AjKVyNUMdUveKK5OH1OJD	Five-A-Side	1974-01-01	Soft Rock Drive	4AjKVyNUMdUveKK5OH1OJD	0.717_0.406	0	-13.954	0	0.0305	0.587	0.103	0.0869	0.703	123.213	204227	NA	classic rock	NA	NA
3GVhCuS4BRxCTvVj4Cmc8w	How Much I Feel	Ambrosia	58	3GVhCuS4BRxCTvVj4Cmc8w	Life Beyond L.A.	1978	Soft Rock Drive	3GVhCuS4BRxCTvVj4Cmc8w	0.667_0.513	4	-7.96	1	0.026	0.305	7.74470257994253	0.0851	0.518	95.306	283400	NA	classic rock	NA	NA
6wGMLoEqD2k3RBXFHD0yUp	Lonely Boy	Andrew Gold	52	6wGMLoEqD2k3RBXFHD0yUp	Whats Wrong with This Picture?	1976	Soft Rock Drive	6wGMLoEqD2k3RBXFHD0yUp	0.588_0.598	9	-13.288	1	0.0296	0.0386	5.83e-05	0.107	0.866	123.724	264893	NA	classic rock	NA	NA
3FGcQkWQlkeB82RdZwlw8V	Kiss You All Over	Exile	57	3FGcQkWQlkeB82RdZwlw8V	Greatest Hits	1983	Soft Rock Drive	3FGcQkWQlkeB82RdZwlw8V	0.741_0.267	0	-17.204	1	0.0285	0.253	9.03865848782007	0.0987	0.497	102.428	214400	NA	classic rock	NA	NA
7qpuECko60EoztznowMWj1	We Just Disagree	Dave Mason	50	7qpuECko60EoztznowMWj1	Super Hits	1973	Soft Rock Drive	7qpuECko60EoztznowMWj1	0.624_0.388	4	-8.465	1	0.0242	0.336	0	0.0918	0.445	85.925	180133	NA	classic rock	NA	NA
0B1zVsLqmV9ibIFdNS5tGs	I Saw the Light	Todd Rundgren	51	0B1zVsLqmV9ibIFdNS5tGs	Something/Anything?	1972	Soft Rock Drive	0B1zVsLqmV9ibIFdNS5tGs	0.583_0.833	0	-8.29	1	0.0343	0.0531	5.57e-05	0.16	0.81	119.884	182800	NA	classic rock	NA	NA
1tjK9HhmpEfk0ijyIKsoUk	Hey Nineteen	Steely Dan	60	1tjK9HhmpEfk0ijyIKsoUk	Gaucho	1980	Soft Rock Drive	1tjK9HhmpEfk0ijyIKsoUk	0.952_0.301	2	-13.936	1Q	0.0612	0.0126	0.000922	0.0387	0.728	119.629	307400	NA	classic rock	NA	NA
05oETzWbd4SI33qK2gbJfR	Rhiannon	Fleetwood Mac	68	05oETzWbd4SI33qK2gbJfR	Fleetwood Mac	1975-07-11	Soft Rock Drive	05oETzWbd4SI33qK2gbJfR	0.723_0.49	9	-14.745	0	0.0296	0.111	0.0946	0.0923	0.795	129.012	252773	NA	classic rock	NA	NA
30upl1YT1suEgSDpIopSky	Any Day Now	Ronnie Milsap	48	30upl1YT1suEgSDpIopSky	Inside	1982-05-01	Soft Rock Drive	30upl1YT1suEgSDpIopSky	0.696_0.532	5	-9.705	1	0.0237	0.148	0.00246	0.0842	0.624	103.359	222400	NA	classic rock	NA	NA
7v5rsCN3LhX9XaIlWyTdx3	Steal Away - Remastered	Robbie Dupree	52	7v5rsCN3LhX9XaIlWyTdx3	Robbie Dupree	1980-12-01	Soft Rock Drive	7v5rsCN3LhX9XaIlWyTdx3	0.721_0.57	2	-11.466	1	0.0416	0.14	0.000201	0.0628	0.713	122.445	213973	NA	classic rock	NA	NA
5zVKisBri6JH1fooBhUaVq	Time Passages	Al Stewart	46	5zVKisBri6JH1fooBhUaVq	Time Passages	1978	Soft Rock Drive	5zVKisBri6JH1fooBhUaVq	0.694_0.649	3	-7.176	1	0.0281	0.357	0.00258	0.0868	0.603	111.98	403040	NA	classic rock	NA	NA
2eRYuzlSOBk3HlMsCSOLPJ	Baby Come Back	Player	56	2eRYuzlSOBk3HlMsCSOLPJ	Late Night Tales: Music For Pleasure	2012-06-11	Soft Rock Drive	2eRYuzlSOBk3HlMsCSOLPJ	0.645_0.604	5	-9.904	0Q	0.118	0.0713	0	0.129	0.545	156.436	214373	NA	classic rock	NA	NA
31S6oGx81hVIjWz6cu5oNw	Chevy Van	Sammy Johns	45	31S6oGx81hVIjWz6cu5oNw	Sammy Johns	1973	Soft Rock Drive	31S6oGx81hVIjWz6cu5oNw	0.449_0.547	9	-12.259	1	0.0351	0.457	0	0.0737	0.74	152.211	179000	NA	classic rock	NA	NA
2BstRQGodshjGpeDGQiNgo	Do It Again	Steely Dan	69	2BstRQGodshjGpeDGQiNgo	Cant Buy A Thrill	1972-01-01	Soft Rock Drive	2BstRQGodshjGpeDGQiNgo	0.682_0.537	2	-10.254	0	0.0323	0.218	3.07e-05	0.0556	0.963	124.574	356733	NA	classic rock	NA	NA
7pgAdesi3gGZO8lAyzOTvu	Little Jeannie	Elton John	45	7pgAdesi3gGZO8lAyzOTvu	21 At 33	1980-05-13	Soft Rock Drive	7pgAdesi3gGZO8lAyzOTvu	0.608_0.391	10	-17.042	1	0.0284	0.554	1.60708845425397	0.0891	0.751	143.665	317000	NA	classic rock	NA	NA
2hw2fDtNPkIowTNuQRmlnN	Sometimes When We Touch	Dan Hill	61	2hw2fDtNPkIowTNuQRmlnN	Longer Fuse	1977-07-05	Soft Rock Drive	2hw2fDtNPkIowTNuQRmlnN	0.589_0.348	2	-11.032	1	0.038	0.685	3.2e-06	0.0849	0.28	119.374	252707	NA	classic rock	NA	NA
08o75xMKmGrKny6GsXrNJW	Little Lies	Fleetwood Mac	59	08o75xMKmGrKny6GsXrNJW	Greatest Hits	1988-11-21	Soft Rock Drive	08o75xMKmGrKny6GsXrNJW	0.63_0.688	2	-9.816	1	0.0266	0.124	4.78e-05	0.158	0.893	124.825	218040	NA	classic rock	NA	NA
0nlZjTPzW6S9JIESuGfImT	Lowdown - Edit	Boz Scaggs	60	0nlZjTPzW6S9JIESuGfImT	Silk Degrees	1976	Soft Rock Drive	0nlZjTPzW6S9JIESuGfImT	0.662_0.788	11	-5.544	0	0.0635	0.0812	0.141	0.0351	0.929	116.499	315640	NA	classic rock	NA	NA
3ggTCH9i9dJ0sRdAxFGzcr	Burn Down The Mission	Elton John	52	3ggTCH9i9dJ0sRdAxFGzcr	Tumbleweed Connection	1970-10-30	Soft Rock Drive	3ggTCH9i9dJ0sRdAxFGzcr	0.431_0.651	0	-10.161	1	0.0374	0.093	0.0346	0.168	0.544	122.227	382933	NA	classic rock	NA	NA
4M0m4FUdc4wD2guhUHogLF	Sharing The Night Together	Dr. Hook	63	4M0m4FUdc4wD2guhUHogLF	Pleasure & Pain	1978	Soft Rock Drive	4M0m4FUdc4wD2guhUHogLF	0.619_0.686	1	-9.014	0	0.0615	0.644	0	0.0996	0.757	76.923	174533	NA	classic rock	NA	NA
4WSbbEjRQ7uE3IT9crL10B	What Can I Say	Boz Scaggs	52	4WSbbEjRQ7uE3IT9crL10B	Silk Degrees	1976	Soft Rock Drive	4WSbbEjRQ7uE3IT9crL10B	0.724_0.598	7	-6.522	1	0.0325	0.116	0.00725	0.0556	0.786	114.987	180693	NA	classic rock	NA	NA
5VBcEJ4mtXTmVEJtc7hx2g	Midnight at the Oasis	Maria Muldaur	44	5VBcEJ4mtXTmVEJtc7hx2g	Maria Muldaur	1973	Soft Rock Drive	5VBcEJ4mtXTmVEJtc7hx2g	0.705_0.499	1	-7.969	1	0.0265	0.409	6.59e-05	0.103	0.391	98.686	229507	NA	classic rock	NA	NA
2TcwEYyydQuEMJwdmSgVLD	When I Need You - Remastered	Leo Sayer	53	2TcwEYyydQuEMJwdmSgVLD	Endless Flight	1976	Soft Rock Drive	2TcwEYyydQuEMJwdmSgVLD	0.597_0.342	8	-8.167	1	0.0299	0.389	3.04e-05	0.114	0.11	109.609	253227	NA	classic rock	NA	NA
72wERbZ4yx2cNaoEj5jYnl	Ace of Hearts	Chris Rea	36	72wERbZ4yx2cNaoEj5jYnl	The Works	2007-11-10	Soft Rock Drive	72wERbZ4yx2cNaoEj5jYnl	0.592_0.652	9	-10.351	1	0.0298	0.557	0.00119	0.0879	0.612	105.244	270986	NA	classic rock	NA	NA
5gOd6zDC8vhlYjqbQdJVWP	Baker Street	Gerry Rafferty	69	5gOd6zDC8vhlYjqbQdJVWP	City To City	1978	Soft Rock Drive	5gOd6zDC8vhlYjqbQdJVWP	0.497_0.349	7	-14	1	0.0297	0.0929	0.028	0.259	0.421	113.762	365627	NA	classic rock	NA	NA
6MfVSA5iKBPHzo6RGARjL0	Lost In Love	Air Supply	60	6MfVSA5iKBPHzo6RGARjL0	Lost in Love	1980-02-25	Soft Rock Drive	6MfVSA5iKBPHzo6RGARjL0	0.583_0.316	7	-19.292	1	0.0315	0.425	5.67e-05	0.11	0.436	114.36	233867	NA	classic rock	NA	NA
2Up5Gs5EJeAPeR3Ce5Aspi	He Got You	Ronnie Milsap	41	2Up5Gs5EJeAPeR3Ce5Aspi	Inside	1982-05-01	Soft Rock Drive	2Up5Gs5EJeAPeR3Ce5Aspi	0.862_0.499	10	-10.285	1	0.0359	0.176	7.64e-06	0.0618	0.78	105.203	211533	NA	classic rock	NA	NA
4DvepM4TNDah4107ZPVHP6	Feel You Now	The Autumn Defense	36	4DvepM4TNDah4107ZPVHP6	The Autumn Defense	2007-02-01	Soft Rock Drive	4DvepM4TNDah4107ZPVHP6	0.594_0.541	5	-7.446	1	0.028	0.515	0.721	0.0763	0.625	72.97	273987	NA	classic rock	NA	NA
15taea6JZLAfG5OX0pzfG6	Make Believe	TOTO	47	15taea6JZLAfG5OX0pzfG6	Toto IV	1982-04-08	Soft Rock Drive	15taea6JZLAfG5OX0pzfG6	0.659_0.573	11	-12.416	0	0.031	0.0398	2.57e-05	0.0692	0.901	141.747	223133	NA	classic rock	NA	NA
61DLPczTvnkCwvwNqwPKgv	Carry on Wayward Son	Kansas	3	61DLPczTvnkCwvwNqwPKgv	The Ultimate Kansas	2002	Supernatural Classic Rock	61DLPczTvnkCwvwNqwPKgv	0.476_0.795	7	-5.753	1	0.0318	0.00251	0.000173	0.463	0.793	126.787	321827	NA	classic rock	NA	NA
2PfBSkCKZDXMsJogMT0wML	Jump	Van Halen	15	2PfBSkCKZDXMsJogMT0wML	1984	1984-01-03	Supernatural Classic Rock	2PfBSkCKZDXMsJogMT0wML	0.547_0.822	0	-7.201	1Q	0.0292	0.0745	0.00943	0.0645	0.774	130.138	239560	NA	classic rock	NA	NA
0XIvZ82aDF7JiSi3ZE320u	Rock You Like A Hurricane	Scorpions	14	0XIvZ82aDF7JiSi3ZE320u	Love At First Sting	1984-05-04	Supernatural Classic Rock	0XIvZ82aDF7JiSi3ZE320u	0.482_0.601	7	-12.846	1	0.0486	0.00853	0.000187	0.249	0.774	125.619	252493	NA	classic rock	NA	NA
72h0DNOOO4HLaZHOW6cW7t	Animal	THE TRASH MERMAIDS	48	72h0DNOOO4HLaZHOW6cW7t	Animal	2019-12-06	Supernatural Classic Rock	72h0DNOOO4HLaZHOW6cW7t	0.184_0.81	9	-4.477	1	0.0675	0.00127	3.90081431961153	0.128	0.0863	165.476	179347	NA	classic rock	NA	NA
2RaA6kIcvomt77qlIgGhCT	Breaking the Law	Judas Priest	69	2RaA6kIcvomt77qlIgGhCT	British Steel	1980	Supernatural Classic Rock	2RaA6kIcvomt77qlIgGhCT	0.362_0.961	2	-5.664	1	0.0857	0.024	9.35e-06	0.159	0.491	164.019	153840	NA	classic rock	NA	NA
473dVAB97y06dfl6OBb1uj	Talk Dirty To Me	Poison	54	473dVAB97y06dfl6OBb1uj	Double Dose: Ultimate Hits	2011-01-01	Supernatural Classic Rock	473dVAB97y06dfl6OBb1uj	0.49_0.951	11	-3.888	1	0.0966	0.00888	0.00126	0.376	0.628	158.075	224960	NA	classic rock	NA	NA
17lu4tymfnhmcIDlzBbtAb	For Those About to Rock (We Salute You)	AC/DC	58	17lu4tymfnhmcIDlzBbtAb	For Those About to Rock (We Salute You)	1981-11-23	Supernatural Classic Rock	17lu4tymfnhmcIDlzBbtAb	0.371_0.917	4	-5.724	1	0.102	0.000367	0.422	0.49	0.477	133.553	344240	NA	classic rock	NA	NA
0SFS1LxNP5wgnoDA7nGKQu	Round and Round	Ratt	53	0SFS1LxNP5wgnoDA7nGKQu	Rhino Hi-Five: Ratt	2005-11-22	Supernatural Classic Rock	0SFS1LxNP5wgnoDA7nGKQu	0.616_0.965	11	-4.464	1	0.0613	0.0135	0.000174	0.119	0.405	126.535	266627	NA	classic rock	NA	NA
2KH16WveTQWT6KOG9Rg6e2	Eye of the Tiger	Survivor	76	2KH16WveTQWT6KOG9Rg6e2	Rocky IV	1985	Supernatural Classic Rock	2KH16WveTQWT6KOG9Rg6e2	0.817_0.599	0	-9.249	0	0.0328	0.132	0.000311	0.0873	0.548	108.873	245640	NA	classic rock	NA	NA
3VsqqDTRWI8TfFV3QZ1Y2J	Army of the Sun	Doctor Pheabes	44	3VsqqDTRWI8TfFV3QZ1Y2J	Army of the Sun	2019-05-16	Supernatural Classic Rock	3VsqqDTRWI8TfFV3QZ1Y2J	0.437_0.924	0	-2.494	1	0.0708	0.00333	0	0.137	0.504	154.997	232473	NA	classic rock	NA	NA
0bJncTmVkKIzgKK5jNopV8	Fly By Night	Rush	1	0bJncTmVkKIzgKK5jNopV8	Fly By Night	1975-02-15	Supernatural Classic Rock	0bJncTmVkKIzgKK5jNopV8	0.501_0.702	7	-8.543	1	0.0671	0.0872	3.27359324172139	0.0671	0.58	139.096	202200	NA	classic rock	NA	NA
6gjOXtpuILSt4KB5vptcVY	In-A-Gadda-Da-Vida - Single Version	Iron Butterfly	0	6gjOXtpuILSt4KB5vptcVY	Rhino Hi-Five: Iron Butterfly	2006-05-16	Supernatural Classic Rock	6gjOXtpuILSt4KB5vptcVY	0.472_0.497	2	-10.438	0	0.0309	0.00298	0.000287	0.195	0.794	119.503	173440	NA	classic rock	NA	NA
7LZyhNjhyXj27iEXUYQYHo	Bad Company (Remastered Album Version)	Bad Company	4	7LZyhNjhyXj27iEXUYQYHo	Bad Company	1974	Supernatural Classic Rock	7LZyhNjhyXj27iEXUYQYHo	0.565_0.494	8	-10.008	1	0.0306	0.502	0.187	0.0731	0.385	114.113	287040	NA	classic rock	NA	NA
2BVzcBHL8C2Cu44AfAkfLJ	Walk Away	James Gang	10	2BVzcBHL8C2Cu44AfAkfLJ	The Best Of Joe Walsh & The James Gang (1969-1974)	1997-01-01	Supernatural Classic Rock	2BVzcBHL8C2Cu44AfAkfLJ	0.603_0.762	8	-11.156	1	0.0342	0.0211	0.196	0.252	0.92	102.627	213427	NA	classic rock	NA	NA
4mS1Su5zf50QwNcjYjYzG6	Surrender	Cheap Trick	11	4mS1Su5zf50QwNcjYjYzG6	Discover Cheap Trick	2007-08-21	Supernatural Classic Rock	4mS1Su5zf50QwNcjYjYzG6	0.523_0.954	0	-7.042	1	0.0408	0.00554	8.01e-06	0.755	0.861	133.829	253827	NA	classic rock	NA	NA
1yl4Lly0mQBJwDeocjsbxc	Stranglehold	Ted Nugent	1	1yl4Lly0mQBJwDeocjsbxc	Ted Nugent	1975	Supernatural Classic Rock	1yl4Lly0mQBJwDeocjsbxc	0.484_0.711	2	-7.784	1	0.0331	0.0183	6.61917695673183	0.0941	0.49	148.189	503067	NA	classic rock	NA	NA
0PsbWiVtix5FoTZ1s00mEl	Come Sail Away	Styx	64	0PsbWiVtix5FoTZ1s00mEl	The Grand Illusion	1977-01-01	Supernatural Classic Rock	0PsbWiVtix5FoTZ1s00mEl	0.29_0.336	0	-15.593	1	0.0319	0.0971	1.11e-06	0.0995	0.141	142.344	367000	NA	classic rock	NA	NA
2OUd03ZVU4iNMhuMUIXiny	Hair of the Dog	Nazareth	2	2OUd03ZVU4iNMhuMUIXiny	Hair Of The Dog	2010-02-15	Supernatural Classic Rock	2OUd03ZVU4iNMhuMUIXiny	0.633_0.807	4	-5.535	1	0.0493	0.0073	0.345	0.0802	0.562	127.979	251133	NA	classic rock	NA	NA
5ipiDdraWgsMVmL3htk7P5	Here to Stay	Doctor Pheabes	42	5ipiDdraWgsMVmL3htk7P5	Army of the Sun	2019-05-16	Supernatural Classic Rock	5ipiDdraWgsMVmL3htk7P5	0.459_0.812	0	-2.667	1Q	0.0423	0.00255	7.52603496860247	0.25	0.243	150.064	218784	NA	classic rock	NA	NA
3XC7Jd6SfrQYKZJ6inyRHK	The House of the Rising Sun	The Animals	66	3XC7Jd6SfrQYKZJ6inyRHK	Most Of The Animals	1992-02-24	Supernatural Classic Rock	3XC7Jd6SfrQYKZJ6inyRHK	0.316_0.484	9	-9.11	0	0.0308	0.000334	0.00445	0.0912	0.299	117.363	269907	NA	classic rock	NA	NA
2PHYxHUFjHUGmdj8MbVINJ	Working Man	Rush	1	2PHYxHUFjHUGmdj8MbVINJ	Rush	1974-01-01	Supernatural Classic Rock	2PHYxHUFjHUGmdj8MbVINJ	0.208_0.832	9	-11.009	1	0.0624	0.00356	0.0537	0.199	0.648	156.938	429973	NA	classic rock	NA	NA
7KA66zSwthBv5X9bNQEeX1	Heat Of The Moment	Asia	8	7KA66zSwthBv5X9bNQEeX1	Asia	1982-01-01	Supernatural Classic Rock	7KA66zSwthBv5X9bNQEeX1	0.323_0.839	1	-7.35	1	0.0503	0.315	0.000313	0.348	0.543	136.232	227627	NA	classic rock	NA	NA
505lCWNDROW6OMK02H8SPw	Lonely Is The Night	Billy Squier	0	505lCWNDROW6OMK02H8SPw	Dont Say No	1981	Supernatural Classic Rock	505lCWNDROW6OMK02H8SPw	0.393_0.676	9	-11.286	1	0.0399	0.358	1.09e-05	0.14	0.699	85.21	282000	NA	classic rock	NA	NA
0Y2SrByf4G3kbq2nBEHQRn	Spirit in the Sky	Norman Greenbaum	68	0Y2SrByf4G3kbq2nBEHQRn	Music From The Motion Picture Michael	1979	Supernatural Classic Rock	0Y2SrByf4G3kbq2nBEHQRn	0.601_0.643	2	-5.828	1	0.0314	0.112	0.00209	0.088	0.552	128.262	239600	NA	classic rock	NA	NA
6ap9lSRJ0iLriGLqoJ44cq	CITY OF ANGELS	24kGoldn	56	6ap9lSRJ0iLriGLqoJ44cq	DROPPED OUTTA COLLEGE	2019-11-22	Supernatural Classic Rock	6ap9lSRJ0iLriGLqoJ44cq	0.686_0.541	0	-4.993	0	0.0493	0.042	0	0.0675	0.724	120.084	112493	NA	classic rock	NA	NA
7LygtNjQ65PSdzVjUnHXQb	Cherry Pie	Warrant	65	7LygtNjQ65PSdzVjUnHXQb	Cherry Pie	1990-10-14	Supernatural Classic Rock	7LygtNjQ65PSdzVjUnHXQb	0.472_0.946	2	-4.591	1	0.145	0.0372	0	0.352	0.486	177.489	201027	NA	classic rock	NA	NA
24GaspdcJWLts2R1wurDfW	Eruption	Van Halen	8	24GaspdcJWLts2R1wurDfW	Van Halen (Reissue)	1978-02-07	Supernatural Classic Rock	24GaspdcJWLts2R1wurDfW	0.193_0.68	8	-8.471	1Q	0.053	0.425	0.48	0.109	0.521	81.346	102133	NA	classic rock	NA	NA
02138lFv3Bzncr6ScNbLAF	Rattle Your Cage	Skrizzly Adams	44	02138lFv3Bzncr6ScNbLAF	Young Man	2019-11-15	Supernatural Classic Rock	02138lFv3Bzncr6ScNbLAF	0.583_0.565	1	-8.318	1	0.123	0.027	0	0.0908	0.498	179.874	209972	NA	classic rock	NA	NA
4wCD1vI3vPwhvQsrHH5XAb	Ask of You	Doctor Pheabes	39	4wCD1vI3vPwhvQsrHH5XAb	Army of the Sun	2019-05-16	Supernatural Classic Rock	4wCD1vI3vPwhvQsrHH5XAb	0.37_0.888	9	-2.998	1	0.0528	5.1e-05	0	0.332	0.23	150.072	246767	NA	classic rock	NA	NA
0f9h8awV1X4jSllHXXYdfX	Sharp Dressed Man	ZZ Top	53	0f9h8awV1X4jSllHXXYdfX	ZZ Tops Greatest Hits	1992-04-13	Supernatural Classic Rock	0f9h8awV1X4jSllHXXYdfX	0.653_0.766	0	-8.078	1Q	0.0261	0.000464	0.00206	0.103	0.396	125.113	251947	NA	classic rock	NA	NA
0GoXEhMzYwI1LCaohRqxGl	Gasoline	Whiskey Myers	48	0GoXEhMzYwI1LCaohRqxGl	Whiskey Myers	2019-09-27	Supernatural Classic Rock	0GoXEhMzYwI1LCaohRqxGl	0.517_0.904	5	-4.234	1	0.0395	0.00105	0.000913	0.264	0.529	127.049	239115	NA	classic rock	NA	NA
5NnZ4JJxWiqqhYNu3rwmFj	Misty Mountain Hop - Remaster	Led Zeppelin	51	5NnZ4JJxWiqqhYNu3rwmFj	Led Zeppelin IV (Deluxe Edition)	1971-11-08	Supernatural Classic Rock	5NnZ4JJxWiqqhYNu3rwmFj	0.47_0.806	2	-7.165	1	0.0369	0.379	0.0624	0.86	0.787	132.359	278907	NA	classic rock	NA	NA
5nk6wxUSFUBxUKxjz0fKD6	Head Games	Foreigner	48	5nk6wxUSFUBxUKxjz0fKD6	Head Games	1979	Supernatural Classic Rock	5nk6wxUSFUBxUKxjz0fKD6	0.678_0.693	1	-6.133	1	0.0249	0.0139	2.23677299215924	0.0596	0.623	107.415	217707	NA	classic rock	NA	NA
5fx7fRMsdrj56XSbY2iudA	Mississippi Queen	Mountain	46	5fx7fRMsdrj56XSbY2iudA	The Very Best Of Mountain	2004-04-01	Supernatural Classic Rock	5fx7fRMsdrj56XSbY2iudA	0.58_0.596	0	-10.528	0	0.0751	0.125	0	0.0297	0.715	140.273	149676	NA	classic rock	NA	NA
4aVuWgvD0X63hcOCnZtNFA	Hold the Line	TOTO	75	4aVuWgvD0X63hcOCnZtNFA	Toto	1978-10-10	Supernatural Classic Rock	4aVuWgvD0X63hcOCnZtNFA	0.494_0.698	6	-12.049	0	0.0553	0.0397	0.00634	0.152	0.778	95.842	235800	NA	classic rock	NA	NA
7C0rG4oWO7VeZcffyW1sK9	Mr. Roboto	Styx	60	7C0rG4oWO7VeZcffyW1sK9	Kilroy Was Here	1983-01-01	Supernatural Classic Rock	7C0rG4oWO7VeZcffyW1sK9	0.663_0.482	1	-12.093	1	0.0479	0.186	0	0.0521	0.314	144.13	328707	NA	classic rock	NA	NA
