track_id	TTrack_nameff5	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	pop	rap	rock	r&b	edm
4M2wPuAl7FgUIrUvlJBMOU	Jestes ladniejsza niz na zdjeciach (na zawsze)	Bedoes	67	4M2wPuAl7FgUIrUvlJBMOU	Jestes ladniejsza niz na zdjeciach (na zawsze)	75-10-17	Trap strefa	4M2wPuAl7FgUIrUvlJBMOU	0.685_0.442	1	-10.256	0	0.0521	0.703	0	0.117	0.204	113.413	215946	NA	trap	NA	NA	NA
46L8w4fxIgJFyxLZjaJE1V	Toskania	Kizo	59	46L8w4fxIgJFyxLZjaJE1V	Toskania	75-09-02	Trap strefa	46L8w4fxIgJFyxLZjaJE1V	0.713_0.686	1	-6.242	0	0.376	0.193	9.90007165954448	0.118	0.511	123.398	181935	NA	trap	NA	NA	NA
4DVPJXPqKLIon9BHklap1w	LECI NOWY FUTURE	Taco Hemingway	64	4DVPJXPqKLIon9BHklap1w	POCZTOWKA Z WWA, LATO 19	75-07-24	Trap strefa	4DVPJXPqKLIon9BHklap1w	0.713_0.769	0	-6.613	0	0.0478	0.624	4.82e-05	0.296	0.876	150.027	219293	NA	trap	NA	NA	NA
45fB0PhuWRLYK2teusTMt2	SPORT	Zeamsone	54	45fB0PhuWRLYK2teusTMt2	SPORT	75-08-23	Trap strefa	45fB0PhuWRLYK2teusTMt2	0.722_0.508	8	-9.603	1	0.179	0.469	1.77886117128655	0.102	0.517	158.108	2e+05	NA	trap	NA	NA	NA
5ZUYlw6DIVzPjbL4H7fG7c	Small Town Boy	Zabson	57	5ZUYlw6DIVzPjbL4H7fG7c	Small Town Boy	75-08-26	Trap strefa	5ZUYlw6DIVzPjbL4H7fG7c	0.75_0.828	5	-3.774	1	0.0316	0.365	0	0.313	0.838	103.099	213658	NA	trap	NA	NA	NA
4U4LEUWV8sFtos5PdjfDA7	hot coffee	schafter	63	4U4LEUWV8sFtos5PdjfDA7	hot coffee	75-05-24	Trap strefa	4U4LEUWV8sFtos5PdjfDA7	0.739_0.578	0	-8.561	0	0.23	0.813	0	0.11	0.5	143.953	174560	NA	trap	NA	NA	NA
0BRnrH5giRwt9bjriA9JKi	Chili Hot	Wac Toja	55	0BRnrH5giRwt9bjriA9JKi	Chili Hot	75-09-12	Trap strefa	0BRnrH5giRwt9bjriA9JKi	0.52_0.809	2	-4.623	0	0.428	0.239	1.87214475844521	0.0654	0.42	89.987	167442	NA	trap	NA	NA	NA
3oFWiOzoO6D46cwupbGqUA	Klapia Geba	Tymek	58	3oFWiOzoO6D46cwupbGqUA	Klapia Geba	75-08-09	Trap strefa	3oFWiOzoO6D46cwupbGqUA	0.811_0.749	4	-3.854	0	0.196	0.366	0	0.109	0.572	81.025	237002	NA	trap	NA	NA	NA
6YnvT0ToBvUTWjhFwvIgeF	Pistolet (prod. by Abel de Jong)	Mr. Polska	61	6YnvT0ToBvUTWjhFwvIgeF	Pistolet (prod. by Abel de Jong)	75-07-19	Trap strefa	6YnvT0ToBvUTWjhFwvIgeF	0.896_0.772	11	-7.392	1	0.109	0.218	0.00158	0.346	0.817	125.995	140952	NA	trap	NA	NA	NA
6uIynqVA0BicAxnCCRlaRX	SenSei	Trill Pem	51	6uIynqVA0BicAxnCCRlaRX	SenSei	75-08-27	Trap strefa	6uIynqVA0BicAxnCCRlaRX	0.758_0.535	7	-8.595	1	0.396	0.457	1.9560967913596	0.0881	0.527	147.068	138776	NA	trap	NA	NA	NA
2diowB7koPDAVSm7RITLbx	Promienie Slonca	Young Igi	52	2diowB7koPDAVSm7RITLbx	Promienie Slonca	75-08-08	Trap strefa	2diowB7koPDAVSm7RITLbx	0.788_0.599	6	-5.082	0	0.123	0.205	0	0.0613	0.66	150.023	176014	NA	trap	NA	NA	NA
1ynZh1jVEOyOhlbjHbIUZe	Twister	Zabson	56	1ynZh1jVEOyOhlbjHbIUZe	Twister	75-08-08	Trap strefa	1ynZh1jVEOyOhlbjHbIUZe	0.631_0.8	0	-4.901	1	0.116	0.118	0.000166	0.0912	0.426	119.281	211006	NA	trap	NA	NA	NA
7GMszPpwzW9Yehj9Ox2QLD	Rainman	Tymek	67	7GMszPpwzW9Yehj9Ox2QLD	Rainman	75-05-29	Trap strefa	7GMszPpwzW9Yehj9Ox2QLD	0.802_0.652	8	-5.142	1	0.356	0.18	0	0.266	0.452	154.035	225982	NA	trap	NA	NA	NA
1XKN3VuJB5MvRSlqfxzqnH	Sny z ulicy	Beteo	48	1XKN3VuJB5MvRSlqfxzqnH	Sny z ulicy	75-07-14	Trap strefa	1XKN3VuJB5MvRSlqfxzqnH	0.698_0.732	8	-7.344	1	0.198	0.694	1.11e-06	0.0943	0.3	139.958	146455	NA	trap	NA	NA	NA
3nC2W3WTuja8r5XDFSWg3Y	Yakuza	Szymi Szyms	56	3nC2W3WTuja8r5XDFSWg3Y	Yakuza	75-06-28	Trap strefa	3nC2W3WTuja8r5XDFSWg3Y	0.775_0.605	7	-8.078	1	0.386	0.58	0	0.165	0.537	150.03	194400	NA	trap	NA	NA	NA
2Zu0RM1e8qBQDfVIm072ki	Jagodzianki (prod.by Abel de Jong)	Malik Montana	62	2Zu0RM1e8qBQDfVIm072ki	Jagodzianki (prod.by Abel de Jong)	75-04-05	Trap strefa	2Zu0RM1e8qBQDfVIm072ki	0.957_0.664	9	-10.458	0	0.283	0.295	2.41e-06	0.217	0.805	126.986	160630	NA	trap	NA	NA	NA
1XCxN2Y9WwLkBb0Pple8af	Klubowa Suka	C0PIK	62	1XCxN2Y9WwLkBb0Pple8af	Klubowa Suka	75-03-26	Trap strefa	1XCxN2Y9WwLkBb0Pple8af	0.733_0.591	2	-11.968	1	0.32	0.265	0	0.188	0.637	133.954	121836	NA	trap	NA	NA	NA
5vBtQYXPl3doQwnlFHwknb	Surfer	Be Vis	65	5vBtQYXPl3doQwnlFHwknb	Surfer	2018-05-17	Trap strefa	5vBtQYXPl3doQwnlFHwknb	0.832_0.535	9	-10.714	1	0.194	0.143	0	0.246	0.556	120.008	155276	NA	trap	NA	NA	NA
6qO9lB5HScamYEOddv0Km0	Biblioteka Trap	Mata	64	6qO9lB5HScamYEOddv0Km0	Biblioteka Trap	75-05-20	Trap strefa	6qO9lB5HScamYEOddv0Km0	0.642_0.717	1	-7.342	1	0.163	0.0945	6.01e-06	0.107	0.156	148.145	215676	NA	trap	NA	NA	NA
7lhISVP7d3AByvq3KBlvH4	Mow	Otsochodzi	56	7lhISVP7d3AByvq3KBlvH4	Mow	75-05-10	Trap strefa	7lhISVP7d3AByvq3KBlvH4	0.679_0.673	0	-7.484	0	0.346	0.235	0	0.246	0.538	143.675	220000	NA	trap	NA	NA	NA
0U5TPIPvd8iAWsQ48Vb2Dp	Sikam Szampan	Mr. Polska	56	0U5TPIPvd8iAWsQ48Vb2Dp	Sikam Szampan	75-05-22	Trap strefa	0U5TPIPvd8iAWsQ48Vb2Dp	0.933_0.763	9	-9.582	0T	0.0792	0.614	0.000758	0.109	0.798	130.031	148651	NA	trap	NA	NA	NA
63cd4JkwGgYJrbOizbfmsp	Pure Water (with Migos)	Mustard	31	63cd4JkwGgYJrbOizbfmsp	Pure Water (with Migos)	75-01-16	Trap strefa	63cd4JkwGgYJrbOizbfmsp	0.68_0.559	0	-5.545	1	0.129	0.172	0	0.318	0.137	202.006	194520	NA	trap	NA	NA	NA
710n65RKfq0DtcRxxoQoV4	Oznaka Mezczyzn	Young Igi	47	710n65RKfq0DtcRxxoQoV4	Oznaka Mezczyzn	75-03-07	Trap strefa	710n65RKfq0DtcRxxoQoV4	0.766_0.614	5	-8.209	0	0.154	0.105	0	0.147	0.57	155.992	175385	NA	trap	NA	NA	NA
68poZGRClFTzLdeRz9X0M2	Panini	Lil Nas X	13	68poZGRClFTzLdeRz9X0M2	Panini	75-06-20	Trap strefa	68poZGRClFTzLdeRz9X0M2	0.703_0.594	5	-6.146	0	0.0752	0.342	0	0.123	0.475	153.848	114893	NA	trap	NA	NA	NA
3hk7R2aaNlFhhepP7CsfvO	Poza Kontrola	Tymek	56	3hk7R2aaNlFhhepP7CsfvO	Poza Kontrola	75-02-07	Trap strefa	3hk7R2aaNlFhhepP7CsfvO	0.805_0.418	9	-9.677	0	0.198	0.55	0	0.0765	0.717	126.009	163758	NA	trap	NA	NA	NA
7eDlTzIJfAsbUtvlfkxRgk	Ghetto Flex	Kabe	53	7eDlTzIJfAsbUtvlfkxRgk	Ghetto Flex	75-04-16	Trap strefa	7eDlTzIJfAsbUtvlfkxRgk	0.796_0.699	0	-8.73	1	0.267	0.214	3.15e-06	0.265	0.541	140.014	148000	NA	trap	NA	NA	NA
1UJU0fACycSMSDDyKtThyN	Worldwide	Otsochodzi	45	1UJU0fACycSMSDDyKtThyN	Worldwide	2018-12-12	Trap strefa	1UJU0fACycSMSDDyKtThyN	0.79_0.63	6	-6.956	1	0.101	0.00678	0	0.121	0.556	144.983	165517	NA	trap	NA	NA	NA
4ogDI1pxczM40LfveHO188	candy.doll	schafter	59	4ogDI1pxczM40LfveHO188	hors doeuvre	2018-10-31	Trap strefa	4ogDI1pxczM40LfveHO188	0.717_0.599	11	-11.471	0	0.116	0.299	0.00404	0.0594	0.22	81.027	136150	NA	trap	NA	NA	NA
4mm8Ia1SKncoc2CKN5OEhN	Sezon	Otsochodzi	54	4mm8Ia1SKncoc2CKN5OEhN	Milosc	75-02-01	Trap strefa	4mm8Ia1SKncoc2CKN5OEhN	0.805_0.568	6	-8.731	0	0.293	0.144	0	0.096	0.372	140.023	222857	NA	trap	NA	NA	NA
4I0R7t0kvVTlqQGpDp0GXl	Bestia	Young Igi	48	4I0R7t0kvVTlqQGpDp0GXl	Bestia	2018-09-21	Trap strefa	4I0R7t0kvVTlqQGpDp0GXl	0.496_0.468	9	-9.015	0	0.294	0.634	0	0.107	0.365	94.034	197886	NA	trap	NA	NA	NA
3QTRN8VbMCWm7RTWUJyeEn	Porsche	Kukon	55	3QTRN8VbMCWm7RTWUJyeEn	Piekny bol	2018-09-08	Trap strefa	3QTRN8VbMCWm7RTWUJyeEn	0.703_0.644	9	-6.464	0	0.13	0.318	3.30841525730211	0.0882	0.291	131.999	240154	NA	trap	NA	NA	NA
7KMMRJ4dtn1rFXCXseKzYc	Euforia	Otsochodzi	45	7KMMRJ4dtn1rFXCXseKzYc	Euforia	2018-09-17	Trap strefa	7KMMRJ4dtn1rFXCXseKzYc	0.761_0.777	8	-5.62	0	0.139	0.0484	0	0.129	0.743	142.116	194789	NA	trap	NA	NA	NA
4cIEQ6n11b04xjMqZri4ui	Nowy Kolor	Otsochodzi	57	4cIEQ6n11b04xjMqZri4ui	Nowy Kolor	2017-11-24	Trap strefa	4cIEQ6n11b04xjMqZri4ui	0.694_0.663	11	-6.882	0	0.334	0.631	0	0.0906	0.214	154.852	188113	NA	trap	NA	NA	NA
4JfmN8cwHrE4sxXrAPPPNV	La vida loca	White 2115	44	4JfmN8cwHrE4sxXrAPPPNV	La vida loca	2018-05-16	Trap strefa	4JfmN8cwHrE4sxXrAPPPNV	0.665_0.614	0	-8.837	1	0.0381	0.1	0	0.12	0.422	150.082	153617	NA	trap	NA	NA	NA
55GiOwtxNajXVbpjjIzMnD	SWISH	Tyga	73	55GiOwtxNajXVbpjjIzMnD	SWISH	2018-07-25	Trap strefa	55GiOwtxNajXVbpjjIzMnD	0.884_0.541	11	-5.608	1	0.221	0.0831	0	0.118	0.274	105.009	194936	NA	trap	NA	NA	NA
75uMCtWUBM6OnmqKSG3WGD	Usmiech	Siles	50	75uMCtWUBM6OnmqKSG3WGD	Usmiech	2018-07-03	Trap strefa	75uMCtWUBM6OnmqKSG3WGD	0.705_0.622	5	-5.363	0	0.0764	0.0543	0	0.33	0.147	149.968	190658	NA	trap	NA	NA	NA
6DB2KOEwHnjkgEnBt5SdeJ	Mask Off - Remix	Future	68	6DB2KOEwHnjkgEnBt5SdeJ	Mask Off (Remix)	2017-05-23	Trap strefa	6DB2KOEwHnjkgEnBt5SdeJ	0.727_0.431	2	-12.007	1T	0.395	0.0111	0.0166	0.506	0.223	150.005	257987	NA	trap	NA	NA	NA
3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	87	3ee8Jmje8o58CHK66QrVC2	?	2018-03-16	Trap strefa	3ee8Jmje8o58CHK66QrVC2	0.74_0.613	8	-4.88	1	0.145	0.258	0.00372	0.123	0.473	75.023	166606	NA	trap	NA	NA	NA
7FYHbpT005CqRulSFkBC81	Noc	White 2115	45	7FYHbpT005CqRulSFkBC81	Noc	2018-02-14	Trap strefa	7FYHbpT005CqRulSFkBC81	0.698_0.676	1	-7.143	1	0.0331	0.524	3.85295181283727	0.32	0.516	94.079	187858	NA	trap	NA	NA	NA
4M1McbiEQSJmMyaGjWDXJm	Visa	TACONAFIDE	56	4M1McbiEQSJmMyaGjWDXJm	Soma 0,5 mg	2018-04-13	Trap strefa	4M1McbiEQSJmMyaGjWDXJm	0.786_0.671	1	-6.65	1	0.175	0.32	0	0.105	0.351	94.992	208296	NA	trap	NA	NA	NA
6gR20bwZSjSEeXrCMBEOsy	MINIMINI	2K	57	6gR20bwZSjSEeXrCMBEOsy	BORuto	2018-03-05	Trap strefa	6gR20bwZSjSEeXrCMBEOsy	0.71_0.543	6	-9.724	1	0.172	0.01	0	0.152	0.315	92.113	188152	NA	trap	NA	NA	NA
4jLFEYbIYqNWnxbuLEf7z5	Malportau	Big Soto	62	4jLFEYbIYqNWnxbuLEf7z5	Malportau	75-12-20	Trapperz	4jLFEYbIYqNWnxbuLEf7z5	0.903_0.651	6	-5.8	1	0.16	0.00836	2.27522049127147	0.11	0.719	145.015	213471	NA	trap	NA	NA	NA
2XGU82Lx8urLynWSdJ2ehz	Sake	WE$T DUBAI	63	2XGU82Lx8urLynWSdJ2ehz	Sake	75-12-27	Trapperz	2XGU82Lx8urLynWSdJ2ehz	0.971_0.507	0	-7.575	1	0.222	0.0213	0	0.101	0.716	127.039	212688	NA	trap	NA	NA	NA
0WgQzf1vVHq7qMHbD3y528	Flashes	ODDLIQUOR	23	0WgQzf1vVHq7qMHbD3y528	Flashes	2020-01-15	Trapperz	0WgQzf1vVHq7qMHbD3y528	0.763_0.573	0	-7.657	1	0.0419	0.155	0	0.217	0.198	130.004	210462	NA	trap	NA	NA	NA
0eo85yo2kaUvjBHOa4iQX6	Criminal	Neo Pistea	65	0eo85yo2kaUvjBHOa4iQX6	Criminal	75-10-03	Trapperz	0eo85yo2kaUvjBHOa4iQX6	0.91_0.606	9	-5.029	1T	0.219	0.402	0	0.0803	0.792	140.051	220148	NA	trap	NA	NA	NA
5xdcexmwIyI4PaQmCW9sfC	Mentira	Kinder Malo	55	5xdcexmwIyI4PaQmCW9sfC	Mentira	75-12-20	Trapperz	5xdcexmwIyI4PaQmCW9sfC	0.652_0.464	4	-5.928	0	0.0872	0.443	0	0.0919	0.526	139.901	203854	NA	trap	NA	NA	NA
1EoEU4HY57qaITp06TkC6B	Goteo	Duki	79	1EoEU4HY57qaITp06TkC6B	Goteo	75-08-07	Trapperz	1EoEU4HY57qaITp06TkC6B	0.473_0.779	1	-3.725	1T	0.0414	0.186	0	0.189	0.438	108.287	164458	NA	trap	NA	NA	NA
51CmC2Dx6cvWJxbsdcpu76	Animo (feat. Duki & Midel)	Khea	66	51CmC2Dx6cvWJxbsdcpu76	Animo (feat. Duki & Midel)	75-11-07	Trapperz	51CmC2Dx6cvWJxbsdcpu76	0.817_0.59	0	-4.197	0T	0.095	0.203	0	0.152	0.461	129.997	169846	NA	trap	NA	NA	NA
5vsw7geyJhGKGHPDyEFXcJ	Boss	La Zowi	53	5vsw7geyJhGKGHPDyEFXcJ	Boss	75-12-10	Trapperz	5vsw7geyJhGKGHPDyEFXcJ	0.806_0.629	1	-6.341	1	0.119	0.00511	5.68e-05	0.112	0.225	139.94	150893	NA	trap	NA	NA	NA
1lrXyBS39TE6tOoYgS6I5x	Chico, Que Te Pasa?	Pekeno 77	49	1lrXyBS39TE6tOoYgS6I5x	EP3: Conoci La Muerte y No Era Tan Mala	75-12-13	Trapperz	1lrXyBS39TE6tOoYgS6I5x	0.838_0.291	2	-9.485	1	0.14	0.0306	7.97e-06	0.107	0.348	130.227	125174	NA	trap	NA	NA	NA
4bdYtEW0Zb859oQWYjeVmC	Cara de Diablo	Midel	66	4bdYtEW0Zb859oQWYjeVmC	Cara de Diablo	75-11-28	Trapperz	4bdYtEW0Zb859oQWYjeVmC	0.786_0.717	0	-3.778	0	0.0628	0.372	0	0.202	0.559	75.02	173512	NA	trap	NA	NA	NA
278kSqsZIiYp8p3QjYAqa8	NI BIEN NI MAL	Bad Sunny	79	278kSqsZIiYp8p3QjYAqa8	X 100PRE	2018-12-23	Trapperz	278kSqsZIiYp8p3QjYAqa8	0.826_0.449	5	-8.33	0	0.0674	0.556	1.85e-05	0.273	0.337	128.028	236216	NA	trap	NA	NA	NA
2Zbw0nOYZoKU27sOYbrsv7	Fresko	Bhavi	71	2Zbw0nOYZoKU27sOYbrsv7	Fresko	75-10-20	Trapperz	2Zbw0nOYZoKU27sOYbrsv7	0.856_0.482	3	-8.99	0T	0.0522	0.152	0	0.134	0.431	124.05	201290	NA	trap	NA	NA	NA
4FIlIWvpVffjZMkzhW1VhJ	Tamo Lindo	Pekeno 77	61	4FIlIWvpVffjZMkzhW1VhJ	Tamo Lindo	75-09-27	Trapperz	4FIlIWvpVffjZMkzhW1VhJ	0.761_0.783	5	-1.903	0	0.187	0.381	6.06e-06	0.122	0.745	167.898	165722	NA	trap	NA	NA	NA
5c5nIaR4AlqYK1cZhCBOKH	Plaqtudum - Frijo & Negro Dub Remix	Recayd Mob	45	5c5nIaR4AlqYK1cZhCBOKH	Plaqtudum (Frijo & Negro Dub Remix)	75-12-13	Trapperz	5c5nIaR4AlqYK1cZhCBOKH	0.877_0.665	1	-6.116	1	0.0538	0.406	3.53e-05	0.232	0.143	122.004	199078	NA	trap	NA	NA	NA
52SDL4dHqN4YtBslw8o49E	DESFILAR MIS PENAS (prod. ASAN)	Ysy A	60	52SDL4dHqN4YtBslw8o49E	HECHO A MANO	75-11-11	Trapperz	52SDL4dHqN4YtBslw8o49E	0.758_0.778	8	-4.39	1T	0.0492	0.491	0	0.207	0.837	135.984	151214	NA	trap	NA	NA	NA
6JFR03uLMNMmZ3vgiXwskq	Perdon	Duki	61	6JFR03uLMNMmZ3vgiXwskq	Super Sangre Joven	75-11-01	Trapperz	6JFR03uLMNMmZ3vgiXwskq	0.749_0.689	7	-5.743	1	0.101	0.246	0.000231	0.229	0.632	74.974	218639	NA	trap	NA	NA	NA
7EehFSuTqX5ufeVwajlnNa	Como Dimelo	Nicki Nicole	65	7EehFSuTqX5ufeVwajlnNa	Recuerdos	75-11-08	Trapperz	7EehFSuTqX5ufeVwajlnNa	0.731_0.562	5	-8.384	0	0.0432	0.226	0.00017	0.196	0.508	138.055	2e+05	NA	trap	NA	NA	NA
2sGAug5sVVIZPbKRZs1nKs	NEGOCIANDO POR TIEMPO (prod. SHIGANT-G)	Ysy A	55	2sGAug5sVVIZPbKRZs1nKs	HECHO A MANO	75-11-11	Trapperz	2sGAug5sVVIZPbKRZs1nKs	0.609_0.706	11	-3.077	0T	0.0624	0.663	3.68910681407433	0.16	0.356	129.6	179034	NA	trap	NA	NA	NA
3KQq8oz9Ww2ksC2T6Ma1gp	Samurai (feat. Big Soto)	Lit Killah	57	3KQq8oz9Ww2ksC2T6Ma1gp	Samurai (feat. Big Soto)	75-10-31	Trapperz	3KQq8oz9Ww2ksC2T6Ma1gp	0.84_0.665	7	-6.4	1	0.252	0.15	6.1e-06	0.0916	0.541	144.89	156123	NA	trap	NA	NA	NA
4oAigy8x31z6Rno1EIxfND	A Punta de Espada	Duki	41	4oAigy8x31z6Rno1EIxfND	A Punta de Espada	75-10-17	Trapperz	4oAigy8x31z6Rno1EIxfND	0.8_0.64	8	-4.493	1T	0.0597	0.436	4.91e-05	0.634	0.493	90.009	202667	NA	trap	NA	NA	NA
2J3jxgfp6GWoBsMPIa20oC	Gan-Ga	Bryant Myers	74	2J3jxgfp6GWoBsMPIa20oC	Gan-Ga	75-07-26	Trapperz	2J3jxgfp6GWoBsMPIa20oC	0.856_0.523	6	-7.5	0	0.419	0.228	0	0.0895	0.378	89.912	194700	NA	trap	NA	NA	NA
6TesHoNPZGdcVjllhAuKJh	A$AP	Dillom	66	6TesHoNPZGdcVjllhAuKJh	A$AP	75-09-27	Trapperz	6TesHoNPZGdcVjllhAuKJh	0.942_0.808	10	-5.317	0	0.119	0.073	0	0.0935	0.444	98.978	184242	NA	trap	NA	NA	NA
13wxWKNLmPCPHmmAkpDNcc	A Mi Manera	Seven Kayne	55	13wxWKNLmPCPHmmAkpDNcc	A Mi Manera	75-10-24	Trapperz	13wxWKNLmPCPHmmAkpDNcc	0.626_0.753	5	-4.5	0	0.0676	0.0533	0.000159	0.252	0.55	160.006	138000	NA	trap	NA	NA	NA
4pAKlCNFJE6di1TQYk0N0i	Te Lo Adverti	Ecko	60	4pAKlCNFJE6di1TQYk0N0i	Te Lo Adverti	75-09-27	Trapperz	4pAKlCNFJE6di1TQYk0N0i	0.726_0.611	4	-6.966	0	0.0405	0.0712	3.08e-06	0.101	0.328	100.976	146360	NA	trap	NA	NA	NA
4YnxNg5lHjLuBzm2uNy26K	Titi Flaco	Pekeno 77	52	4YnxNg5lHjLuBzm2uNy26K	Titi Flaco	75-11-08	Trapperz	4YnxNg5lHjLuBzm2uNy26K	0.913_0.714	2	-3.136	1	0.129	0.00472	3.13e-05	0.361	0.869	129.013	137214	NA	trap	NA	NA	NA
6ehHyisIFQg3yrZM0VBzH6	LA LATINA	Rels B	64	6ehHyisIFQg3yrZM0VBzH6	LA LATINA	75-09-18	Trapperz	6ehHyisIFQg3yrZM0VBzH6	0.846_0.792	6	-6.453	1T	0.0383	0.348	0.00965	0.0892	0.579	135.998	186823	NA	trap	NA	NA	NA
5YF2z4WThIpLNNcByTimJA	No Creo	Big Soto	55	5YF2z4WThIpLNNcByTimJA	No Creo	75-09-27	Trapperz	5YF2z4WThIpLNNcByTimJA	0.8_0.629	1	-3.998	1	0.103	0.22	0	0.425	0.37	134.999	208731	NA	trap	NA	NA	NA
5W6445TK7A4ZU0WR6iGKZz	Detenido	Pekeno 77	59	5W6445TK7A4ZU0WR6iGKZz	Detenido	75-09-06	Trapperz	5W6445TK7A4ZU0WR6iGKZz	0.769_0.867	0	-2.809	1	0.166	0.386	9.76035926602781	0.126	0.688	130.165	140212	NA	trap	NA	NA	NA
57x0IGrEHEdoy5QMBlcitJ	Mucha Data	Cazzu	69	57x0IGrEHEdoy5QMBlcitJ	Error 93	75-06-03	Trapperz	57x0IGrEHEdoy5QMBlcitJ	0.695_0.522	8	-7.271	1	0.321	0.192	9.94e-05	0.0816	0.327	134.979	154066	NA	trap	NA	NA	NA
6onJ9L9XvgDuXJab5LtQTI	Zigzag	Bhavi	61	6onJ9L9XvgDuXJab5LtQTI	Zigzag	75-07-31	Trapperz	6onJ9L9XvgDuXJab5LtQTI	0.897_0.523	0	-6.574	1	0.108	0.025	1.12e-06	0.118	0.336	144.978	167238	NA	trap	NA	NA	NA
1KfIZjptrvN6jUpUzzRYiD	TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)	Felp 22	63	1KfIZjptrvN6jUpUzzRYiD	TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)	75-06-21	Trapperz	1KfIZjptrvN6jUpUzzRYiD	0.774_0.583	5	-7.717	0	0.0847	0.284	0.371	0.153	0.334	89.999	302251	NA	trap	NA	NA	NA
2IpcmLHyI2eOtFpZLRgomq	Superglue	Dillom	63	2IpcmLHyI2eOtFpZLRgomq	Superglue	2018-12-05	Trapperz	2IpcmLHyI2eOtFpZLRgomq	0.887_0.627	9	-6.989	0	0.254	0.136	0.00288	0.0914	0.53	80.025	123038	NA	trap	NA	NA	NA
6MbSMSXrSlvsyHf4kcaLQi	No Puedo	Paulo Londra	73	6MbSMSXrSlvsyHf4kcaLQi	Homerun	75-05-23	Trapperz	6MbSMSXrSlvsyHf4kcaLQi	0.792_0.68	5	-5.392	0	0.119	0.361	0	0.1	0.519	140.041	175029	NA	trap	NA	NA	NA
5UKKau8AB449VK4xnWLg0B	Un Minutito	Aleman	58	5UKKau8AB449VK4xnWLg0B	Humo en la Trampa	75-04-20	Trapperz	5UKKau8AB449VK4xnWLg0B	0.962_0.221	3	-10.071	1	0.14	0.0521	3.71646961136721	0.15	0.656	128.019	186777	NA	trap	NA	NA	NA
2ALcaaW3YYMo08fotltKHC	Animal	Eladio Carrion	58	2ALcaaW3YYMo08fotltKHC	Animal	75-07-05	Trapperz	2ALcaaW3YYMo08fotltKHC	0.752_0.64	6	-7.286	0	0.113	0.294	0	0.126	0.529	116.923	217737	NA	trap	NA	NA	NA
624AL3EwsrgGIp6bdwmXgo	Hitboy	Duki	66	624AL3EwsrgGIp6bdwmXgo	Hitboy	75-06-05	Trapperz	624AL3EwsrgGIp6bdwmXgo	0.812_0.633	8	-6.629	1	0.107	0.153	4.26097051689867	0.122	0.616	150.009	179204	NA	trap	NA	NA	NA
1VwHD3Rxkh9GlV7MoDzVDz	Toma	Neutro Shorty	47	1VwHD3Rxkh9GlV7MoDzVDz	Apokalypsis	75-07-26	Trapperz	1VwHD3Rxkh9GlV7MoDzVDz	0.882_0.574	7	-7.121	1	0.197	0.228	0	0.159	0.609	134.98	202411	NA	trap	NA	NA	NA
2QnK6yqqcI4Q25DGlDNc9Y	Rangos	Pekeno 77	10	2QnK6yqqcI4Q25DGlDNc9Y	Rangos	75-03-17	Trapperz	2QnK6yqqcI4Q25DGlDNc9Y	0.945_0.565	2	-6.194	1	0.159	0.113	6.92e-06	0.0686	0.509	119.938	128880	NA	trap	NA	NA	NA
6it15CsDlkqB7N4lF0C1qM	Caro	Bad Sunny	77	6it15CsDlkqB7N4lF0C1qM	X 100PRE	2018-12-23	Trapperz	6it15CsDlkqB7N4lF0C1qM	0.651_0.575	0	-7.739	1	0.299	0.627	0.000202	0.0961	0.248	160.007	229456	NA	trap	NA	NA	NA
3ZSJ9dq65zznUM20jfZqbu	Todo de Oro	Ysy A	59	3ZSJ9dq65zznUM20jfZqbu	Todo de Oro	75-07-02	Trapperz	3ZSJ9dq65zznUM20jfZqbu	0.877_0.481	1	-7.538	1	0.167	0.0608	0	0.0924	0.378	123.979	158741	NA	trap	NA	NA	NA
0jeS8PyyIRAG0A3t5DtL71	La Playa	Myke Towers	79	0jeS8PyyIRAG0A3t5DtL71	La Playa	75-04-09	Trapperz	0jeS8PyyIRAG0A3t5DtL71	0.796_0.683	10	-2.754	0	0.15	0.108	0	0.107	0.353	140.108	207731	NA	trap	NA	NA	NA
5nLJL6DLanZaAq8DVkBs62	La Clase	Cazzu	61	5nLJL6DLanZaAq8DVkBs62	Error 93	75-06-03	Trapperz	5nLJL6DLanZaAq8DVkBs62	0.849_0.56	1	-8.573	1	0.344	0.181	3.29e-06	0.223	0.299	130.924	267171	NA	trap	NA	NA	NA
4ECPtHdw6cJcSXcfsXRZ9r	MOSH	Polima Westcoast	55	4ECPtHdw6cJcSXcfsXRZ9r	MOSH	75-07-12	Trapperz	4ECPtHdw6cJcSXcfsXRZ9r	0.82_0.779	1	-7.65	1	0.196	0.0221	0	0.078	0.717	141.998	139328	NA	trap	NA	NA	NA
